"player","score of ConsiderSelfOnly","score of CondiserEnemyPosition","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"CondiserEnemyPosition","0","0","2600","45632","37556","124","4","0","0","0","0","52","4","35","4"
"ConsiderSelfOnly","0","0","5771","116769","100242","-136","4","0","0","0","0","48","11","29","6"
"CondiserEnemyPosition","0","0","2089","29492","21717","160","4","0","0","0","0","55","3","44","2"
"ConsiderSelfOnly","0","0","7244","149770","129416","-148","4","0","0","0","0","49","16","24","6"
"CondiserEnemyPosition","0","0","21233","345180","270553","220","4","0","0","0","0","57","27","45","3"
"ConsiderSelfOnly","0","0","10855","241117","212266","-148","4","0","0","0","0","53","37","13","7"
"CondiserEnemyPosition","0","0","13743","216385","170612","196","4","0","0","0","0","62","15","46","3"
"ConsiderSelfOnly","0","0","14220","280919","243146","-160","4","0","0","0","0","60","35","16","6"
"CondiserEnemyPosition","0","0","6155","84772","63850","184","4","0","0","0","0","65","7","39","3"
"ConsiderSelfOnly","0","0","16123","341956","301526","-196","4","0","0","0","0","56","30","22","7"
"CondiserEnemyPosition","0","0","1517","18467","13089","194","4","0","0","0","0","60","2","36","2"
"ConsiderSelfOnly","0","0","23021","508227","453019","-206","4","0","0","0","0","56","48","19","8"
"CondiserEnemyPosition","0","1","8730","177982","149612","250","4","0","0","0","0","57","27","16","5"
"ConsiderSelfOnly","0","1","17025","383332","335666","-982","4","0","0","0","0","53","35","24","7"
"CondiserEnemyPosition","0","1","4952","106130","90485","954","4","0","0","0","0","54","16","16","6"
"ConsiderSelfOnly","0","1","10962","212739","179278","-1028","4","0","0","0","0","59","27","19","5"
"CondiserEnemyPosition","0","1","2423","41228","31551","962","4","0","0","0","0","63","4","31","3"
"ConsiderSelfOnly","0","1","11560","347797","319729","-1140","4","0","0","0","0","59","46","9","12"
"CondiserEnemyPosition","0","1","5751","95803","74731","972","4","0","0","0","0","63","11","27","3"
"ConsiderSelfOnly","0","1","27770","598185","529031","-1020","4","0","0","0","0","59","45","24","7"
"CondiserEnemyPosition","0","1","1979","28838","21233","1016","4","0","0","0","0","54","4","32","2"
"ConsiderSelfOnly","0","1","40180","946328","856630","-1006","4","0","0","0","0","57","45","33","9"
"CondiserEnemyPosition","0","1","7500","110727","81707","1076","4","0","0","0","0","59","11","42","2"
"ConsiderSelfOnly","0","1","13239","349398","320794","-1034","4","0","0","0","0","57","37","12","12"
"CondiserEnemyPosition","0","1","5147","79671","58424","1104","4","0","0","0","0","66","8","37","2"
"ConsiderSelfOnly","0","1","10775","258419","233421","-1054","4","0","0","0","0","53","38","11","10"
"CondiserEnemyPosition","0","1","5515","83050","58574","1142","4","0","0","0","0","63","7","49","2"
"ConsiderSelfOnly","0","1","24829","594481","537983","-1098","4","0","0","0","0","52","61","16","10"
"CondiserEnemyPosition","0","2","1268","16549","10745","1116","4","0","0","0","0","66","2","41","1"
"ConsiderSelfOnly","0","2","3901","77251","67155","-1850","4","0","0","0","0","56","8","19","7"
"CondiserEnemyPosition","0","2","4579","69245","49015","1834","4","0","0","0","0","65","7","42","2"
"ConsiderSelfOnly","0","2","8407","241479","222094","-1842","4","0","0","0","0","52","38","8","12"
"CondiserEnemyPosition","0","2","9133","165285","126601","1900","4","0","0","0","0","62","17","35","3"
"ConsiderSelfOnly","0","2","15387","338401","300237","-1838","4","0","0","0","0","60","42","14","8"
"CondiserEnemyPosition","0","2","5980","104051","76370","1928","4","0","0","0","0","56","11","43","2"
"ConsiderSelfOnly","0","2","13857","293135","259475","-1836","4","0","0","0","0","54","38","15","8"
"CondiserEnemyPosition","0","2","5372","90133","65050","1962","4","0","0","0","0","56","9","47","2"
"ConsiderSelfOnly","0","2","10808","285555","260036","-1862","4","0","0","0","0","50","41","11","11"
"CondiserEnemyPosition","0","2","12762","222044","158789","1964","4","0","0","0","0","65","17","54","2"
"ConsiderSelfOnly","0","2","6664","147651","131338","-1872","4","0","0","0","0","48","20","15","8"
"CondiserEnemyPosition","0","2","11957","195472","138646","1970","4","0","0","0","0","59","17","53","2"
"ConsiderSelfOnly","0","2","8113","199946","181027","-1878","4","0","0","0","0","50","12","28","9"
"CondiserEnemyPosition","0","2","3452","61767","44937","1970","4","0","0","0","0","55","7","40","2"
"ConsiderSelfOnly","0","2","2946","75675","68429","-1870","4","0","0","0","0","48","14","9","10"
"CondiserEnemyPosition","0","2","11893","227755","172225","1968","4","0","0","0","0","59","23","39","3"
"ConsiderSelfOnly","0","2","7940","248407","228712","-1860","4","0","0","0","0","49","31","11","12"
"CondiserEnemyPosition","0","2","7274","138163","102020","1904","4","0","0","0","0","65","13","40","2"
"ConsiderSelfOnly","0","2","9512","205462","181460","-1882","4","0","0","0","0","53","14","30","7"
"CondiserEnemyPosition","0","2","5391","95830","67767","1978","4","0","0","0","0","54","11","42","2"
"ConsiderSelfOnly","0","2","5465","134992","121431","-1902","4","0","0","0","0","49","20","12","9"
"CondiserEnemyPosition","0","2","5770","99013","67678","1968","4","0","0","0","0","55","11","50","2"
"ConsiderSelfOnly","0","2","15609","369354","330363","-1864","4","0","0","0","0","47","31","25","8"
"CondiserEnemyPosition","0","2","7530","131352","94148","1972","4","0","0","0","0","58","13","46","2"
"ConsiderSelfOnly","0","2","5012","132960","120525","-1908","4","0","0","0","0","45","23","10","10"
"CondiserEnemyPosition","0","2","4763","86091","60979","1962","4","0","0","0","0","54","10","41","2"
"ConsiderSelfOnly","0","2","9130","317475","295202","-1902","4","0","0","0","0","47","44","9","14"
"CondiserEnemyPosition","0","2","2361","41139","28832","1912","4","0","0","0","0","61","5","34","2"
"ConsiderSelfOnly","0","2","10922","294206","263247","-1932","4","0","0","0","0","47","28","21","8"
"CondiserEnemyPosition","0","2","1514","26700","18657","1884","4","0","0","0","0","59","3","33","2"
"ConsiderSelfOnly","0","2","10210","288059","261250","-1924","4","0","0","0","0","49","47","10","10"
"CondiserEnemyPosition","0","3","1684","29333","19406","1884","4","0","0","0","0","63","3","45","2"
"ConsiderSelfOnly","0","3","8924","291850","265837","-2644","4","0","0","0","0","45","39","13","10"
"CondiserEnemyPosition","0","3","4883","92287","63019","2658","4","0","0","0","0","61","10","43","2"
"ConsiderSelfOnly","0","3","8121","272986","251139","-2638","4","0","0","0","0","40","41","12","12"
"CondiserEnemyPosition","0","3","1698","30804","20791","2646","4","0","0","0","0","67","4","34","2"
"ConsiderSelfOnly","0","3","5596","143052","126247","-2660","4","0","0","0","0","42","15","24","7"
"CondiserEnemyPosition","0","3","9091","169320","114249","2660","4","0","0","0","0","58","18","50","2"
"ConsiderSelfOnly","0","3","3965","116622","104565","-2642","4","0","0","0","0","34","17","18","9"
"CondiserEnemyPosition","0","3","2832","59966","41725","2662","4","0","0","0","0","55","7","41","2"
"ConsiderSelfOnly","0","3","3773","121128","109783","-2624","4","0","0","0","0","30","29","11","10"
"CondiserEnemyPosition","0","3","726","13654","8618","2666","4","0","0","0","0","50","2","40","1"
"ConsiderSelfOnly","0","3","2525","61543","54098","-2654","4","0","0","0","0","38","13","13","7"
"CondiserEnemyPosition","0","3","1617","31634","20778","2690","4","0","0","0","0","55","4","48","1"
"ConsiderSelfOnly","0","3","6135","173654","156028","-2662","4","0","0","0","0","40","37","10","9"
"CondiserEnemyPosition","0","3","5538","118334","81079","2718","4","0","0","0","0","55","14","45","2"
"ConsiderSelfOnly","0","3","7705","277865","256105","-2698","4","0","0","0","0","40","50","9","13"
"CondiserEnemyPosition","0","3","7491","164253","115183","2664","4","0","0","0","0","64","15","48","2"
"ConsiderSelfOnly","0","3","14422","383132","342279","-2648","4","0","0","0","0","44","45","19","8"
"CondiserEnemyPosition","0","3","3984","90181","64759","2704","4","0","0","0","0","60","11","36","2"
"ConsiderSelfOnly","0","3","7427","197579","176542","-2666","4","0","0","0","0","43","24","18","8"
"CondiserEnemyPosition","0","3","4535","105560","74479","2734","4","0","0","0","0","53","12","44","2"
"ConsiderSelfOnly","0","3","9447","209004","180883","-2668","4","0","0","0","0","48","28","19","6"
"CondiserEnemyPosition","0","3","4692","105435","77781","2728","4","0","0","0","0","52","13","38","2"
"ConsiderSelfOnly","0","3","9329","184000","155926","-2702","4","0","0","0","0","48","26","21","5"
"CondiserEnemyPosition","0","3","6617","158320","118451","2734","4","0","0","0","0","50","21","36","3"
"ConsiderSelfOnly","0","3","18328","405048","352620","-2656","4","0","0","0","0","51","37","26","6"
"CondiserEnemyPosition","0","3","3407","73730","52457","2724","4","0","0","0","0","48","11","38","2"
"ConsiderSelfOnly","0","3","12679","313060","277078","-2672","4","0","0","0","0","50","33","20","8"
"CondiserEnemyPosition","0","3","2494","66742","54221","2684","4","0","0","0","0","54","12","17","4"
"ConsiderSelfOnly","0","3","2622","84859","77569","-2762","4","0","0","0","0","50","14","8","11"
"CondiserEnemyPosition","0","3","3038","65938","45660","2682","4","0","0","0","0","57","8","42","2"
"ConsiderSelfOnly","0","3","20795","664415","608610","-2676","4","0","0","0","0","51","49","20","11"
"CondiserEnemyPosition","0","3","4221","99968","70548","2712","4","0","0","0","0","60","13","35","2"
"ConsiderSelfOnly","0","3","20496","508544","456267","-2696","4","0","0","0","0","56","43","20","9"
"CondiserEnemyPosition","0","3","6532","139203","98499","2750","4","0","0","0","0","62","15","42","2"
"ConsiderSelfOnly","0","3","6723","134474","116738","-2712","4","0","0","0","0","57","18","15","7"
"CondiserEnemyPosition","0","3","12577","275757","201589","2768","4","0","0","0","0","63","23","49","2"
"ConsiderSelfOnly","0","3","26550","547136","482526","-2696","4","0","0","0","0","61","43","23","7"
"CondiserEnemyPosition","0","3","10860","210224","151307","2774","4","0","0","0","0","62","19","46","2"
"ConsiderSelfOnly","0","3","7373","145576","127560","-2696","4","0","0","0","0","62","15","17","7"
"CondiserEnemyPosition","0","3","18450","384288","290078","2786","4","0","0","0","0","58","35","44","3"
"ConsiderSelfOnly","0","3","11124","187738","156649","-2688","4","0","0","0","0","57","17","30","5"
"CondiserEnemyPosition","0","3","8110","151384","109725","2714","4","0","0","0","0","62","14","44","2"
"ConsiderSelfOnly","0","3","11323","190535","161692","-2676","4","0","0","0","0","59","16","28","5"
"CondiserEnemyPosition","0","3","6327","118585","85663","2764","4","0","0","0","0","57","12","45","2"
"ConsiderSelfOnly","0","3","26128","474907","408382","-2676","4","0","0","0","0","62","32","31","6"
"CondiserEnemyPosition","0","3","10679","214267","157302","2784","4","0","0","0","0","57","21","44","2"
"ConsiderSelfOnly","0","3","14209","245098","207048","-2688","4","0","0","0","0","59","24","24","5"
"CondiserEnemyPosition","0","3","3330","62959","43143","2750","4","0","0","0","0","58","7","42","2"
"ConsiderSelfOnly","0","3","12059","244941","214927","-2702","4","0","0","0","0","56","27","18","7"
"CondiserEnemyPosition","0","3","10063","212752","152557","2810","4","0","0","0","0","58","22","44","2"
"ConsiderSelfOnly","0","3","11329","292321","263274","-2752","4","0","0","0","0","53","43","11","9"
"CondiserEnemyPosition","0","3","3131","72628","53063","2768","4","0","0","0","0","62","7","39","2"
"ConsiderSelfOnly","0","3","29879","761505","690163","-2782","4","0","0","0","0","54","53","23","10"
"CondiserEnemyPosition","0","4","1848","42202","31712","2762","4","0","0","0","0","62","6","26","3"
"ConsiderSelfOnly","0","4","12961","297843","263392","-3508","4","0","0","0","0","58","32","17","8"
"CondiserEnemyPosition","0","4","2862","60678","41661","3546","4","0","0","0","0","64","7","40","2"
"ConsiderSelfOnly","0","4","9308","209528","185346","-3508","4","0","0","0","0","56","25","15","8"
"CondiserEnemyPosition","0","4","4009","88492","62366","3554","4","0","0","0","0","66","8","45","2"
"ConsiderSelfOnly","0","4","5620","102970","88209","-3500","4","0","0","0","0","54","12","21","6"
"CondiserEnemyPosition","0","4","8420","174706","121605","3574","4","0","0","0","0","59","17","50","2"
"ConsiderSelfOnly","0","4","10806","231917","202954","-3500","4","0","0","0","0","50","32","16","7"
"CondiserEnemyPosition","0","4","3402","68464","46672","3562","4","0","0","0","0","57","8","42","2"
"ConsiderSelfOnly","0","4","12198","266803","236784","-3500","4","0","0","0","0","49","30","18","8"
"CondiserEnemyPosition","0","4","6788","148824","101311","3618","4","0","0","0","0","60","16","46","2"
"ConsiderSelfOnly","0","4","8497","229072","207870","-3528","4","0","0","0","0","43","43","10","10"
"CondiserEnemyPosition","0","4","8495","184838","130324","3606","4","0","0","0","0","60","20","44","2"
"ConsiderSelfOnly","0","4","7976","277775","258814","-3560","4","0","0","0","0","44","48","7","15"
"CondiserEnemyPosition","0","4","5380","126322","91605","3564","4","0","0","0","0","65","12","40","2"
"ConsiderSelfOnly","0","4","16274","626223","587459","-3560","4","0","0","0","0","43","58","14","16"
"CondiserEnemyPosition","0","4","2506","53948","37253","3488","4","0","0","0","0","73","7","30","2"
"ConsiderSelfOnly","0","4","14514","485911","453449","-3538","4","0","0","0","0","46","39","16","14"
"CondiserEnemyPosition","0","5","693","14417","9702","3540","4","0","0","0","0","54","2","30","2"
"ConsiderSelfOnly","0","5","1687","36038","30783","-4276","4","0","0","0","0","40","6","19","6"
"CondiserEnemyPosition","0","5","2390","55880","40124","4268","4","0","0","0","0","56","7","36","2"
"ConsiderSelfOnly","0","5","2172","44362","38386","-4268","4","0","0","0","0","40","7","19","6"
"CondiserEnemyPosition","0","5","1904","39476","27146","4320","4","0","0","0","0","58","4","43","2"
"ConsiderSelfOnly","0","5","14382","350006","312535","-4260","4","0","0","0","0","40","53","16","8"
"CondiserEnemyPosition","0","5","3170","67836","46361","4344","4","0","0","0","0","60","7","45","2"
"ConsiderSelfOnly","0","5","10903","297816","271733","-4302","4","0","0","0","0","49","45","10","11"
"CondiserEnemyPosition","0","5","5162","111210","76414","4388","4","0","0","0","0","66","10","49","2"
"ConsiderSelfOnly","0","5","7437","219790","202168","-4316","4","0","0","0","0","43","38","9","12"
"CondiserEnemyPosition","0","5","7059","157357","106480","4412","4","0","0","0","0","64","14","52","2"
"ConsiderSelfOnly","0","5","8470","176513","154889","-4320","4","0","0","0","0","43","31","14","7"
"CondiserEnemyPosition","0","5","6935","153183","106094","4404","4","0","0","0","0","67","13","51","2"
"ConsiderSelfOnly","0","5","8796","208596","186062","-4342","4","0","0","0","0","44","27","17","8"
"CondiserEnemyPosition","0","5","9501","208048","145609","4388","4","0","0","0","0","79","15","51","2"
"ConsiderSelfOnly","0","5","4254","89805","78729","-4326","4","0","0","0","0","52","12","15","7"
"CondiserEnemyPosition","0","5","13139","309409","227995","4398","4","0","0","0","0","68","21","55","2"
"ConsiderSelfOnly","0","5","11138","319597","290185","-4324","4","0","0","0","0","47","40","14","10"
"CondiserEnemyPosition","0","5","4355","97689","65195","4358","4","0","0","0","0","75","8","50","2"
"ConsiderSelfOnly","0","5","7889","143880","123385","-4324","4","0","0","0","0","44","20","22","6"
"CondiserEnemyPosition","0","5","9252","190287","124930","4434","4","0","0","0","0","67","17","55","1"
"ConsiderSelfOnly","0","5","4164","86803","76151","-4332","4","0","0","0","0","44","14","15","7"
"CondiserEnemyPosition","0","5","8381","177075","122962","4420","4","0","0","0","0","67","16","46","2"
"ConsiderSelfOnly","0","5","12352","305367","274251","-4346","4","0","0","0","0","55","45","11","9"
"CondiserEnemyPosition","0","5","16341","373356","258145","4438","4","0","0","0","0","72","28","55","2"
"ConsiderSelfOnly","0","5","4424","116828","106321","-4384","4","0","0","0","0","59","14","11","11"
"CondiserEnemyPosition","0","5","16003","361746","247865","4418","4","0","0","0","0","73","27","56","2"
"ConsiderSelfOnly","0","5","11299","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","0","5","8282","188108","132549","4396","4","0","0","0","0","82","14","45","2"
"ConsiderSelfOnly","0","5","5683","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","0","6","193","2942","2566","4334","4","0","0","0","0","92","1","1","18"
