"player","score of CondiserEnemyPosition","score of ConsiderSelfOnly","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"CondiserEnemyPosition","2","1","12863","267321","217008","1112","4","0","0","0","0","60","21","37","4"
"ConsiderSelfOnly","2","1","15375","431375","393775","-1104","4","0","0","0","0","67","45","11","11"
"CondiserEnemyPosition","2","1","7796","162941","130582","1090","4","0","0","0","0","62","14","34","4"
"ConsiderSelfOnly","2","1","31776","1043104","963380","-1104","4","0","0","0","0","68","50","22","12"
"CondiserEnemyPosition","3","1","1435","21323","14220","1044","4","0","0","0","0","76","1","47","2"
"ConsiderSelfOnly","3","1","2495","43591","33875","-1860","4","0","0","0","0","66","3","40","3"
"CondiserEnemyPosition","3","1","6358","135407","108184","1762","4","0","0","0","0","69","10","35","4"
"ConsiderSelfOnly","3","1","2827","46051","36968","-1830","4","0","0","0","0","66","4","29","4"
"CondiserEnemyPosition","3","1","4294","88398","69486","1804","4","0","0","0","0","60","8","37","3"
"ConsiderSelfOnly","3","1","12677","366073","330978","-1814","4","0","0","0","0","54","50","11","10"
"CondiserEnemyPosition","3","1","3680","71734","55260","1796","4","0","0","0","0","56","8","32","3"
"ConsiderSelfOnly","3","1","17361","522203","478511","-1816","4","0","0","0","0","49","49","16","11"
"CondiserEnemyPosition","3","1","2806","54398","41876","1838","4","0","0","0","0","60","5","38","3"
"ConsiderSelfOnly","3","1","25036","817213","759468","-1910","4","0","0","0","0","53","57","17","13"
"CondiserEnemyPosition","3","1","2125","40476","31488","1860","4","0","0","0","0","56","5","26","3"
"ConsiderSelfOnly","3","1","10646","299216","271816","-1902","4","0","0","0","0","50","50","9","10"
"CondiserEnemyPosition","4","1","1882","32711","24401","1866","4","0","0","0","0","62","3","39","3"
"ConsiderSelfOnly","4","1","13963","408457","370267","-2636","4","0","0","0","0","48","63","11","10"
"CondiserEnemyPosition","4","1","4331","115669","98737","2584","4","0","0","0","0","58","7","38","6"
"ConsiderSelfOnly","4","1","8312","304438","280844","-2664","4","0","0","0","0","48","59","7","13"
"CondiserEnemyPosition","4","1","1189","19578","13663","2564","4","0","0","0","0","63","2","32","2"
"ConsiderSelfOnly","4","1","22830","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","5","1","169","3749","3430","2682","4","0","0","0","0","54","1","1","20"
"ConsiderSelfOnly","5","1","1740","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","6","1","146","2693","2418","3402","4","0","0","0","0","59","1","1","22"
