"player","score of ConsiderSelfOnly","score of CondiserEnemyPosition","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"ConsiderSelfOnly","0","3","3829","121128","109783","-2624","4","0","0","0","0","30","29","11","10"
"CondiserEnemyPosition","0","3","735","13654","8618","2666","4","0","0","0","0","50","2","40","1"
"ConsiderSelfOnly","0","3","2563","61543","54098","-2654","4","0","0","0","0","38","13","13","7"
"CondiserEnemyPosition","0","3","1636","31634","20778","2690","4","0","0","0","0","55","4","48","1"
"ConsiderSelfOnly","0","3","6206","173654","156028","-2662","4","0","0","0","0","40","37","10","9"
"CondiserEnemyPosition","0","3","5599","118334","81079","2718","4","0","0","0","0","55","14","45","2"
"ConsiderSelfOnly","0","3","7768","277865","256105","-2698","4","0","0","0","0","40","50","9","13"
"CondiserEnemyPosition","0","3","7585","164253","115183","2664","4","0","0","0","0","64","15","48","2"
"ConsiderSelfOnly","0","3","14581","383132","342279","-2648","4","0","0","0","0","44","45","19","8"
"CondiserEnemyPosition","0","3","4048","90181","64759","2704","4","0","0","0","0","60","11","36","2"
"ConsiderSelfOnly","0","3","7529","197579","176542","-2666","4","0","0","0","0","43","24","18","8"
"CondiserEnemyPosition","0","3","4565","105560","74479","2734","4","0","0","0","0","53","12","44","2"
"ConsiderSelfOnly","0","3","9581","209004","180883","-2668","4","0","0","0","0","48","28","19","6"
"CondiserEnemyPosition","0","3","4751","105435","77781","2728","4","0","0","0","0","52","13","38","2"
"ConsiderSelfOnly","0","3","9451","184000","155926","-2702","4","0","0","0","0","48","26","21","5"
"CondiserEnemyPosition","0","3","6698","158320","118451","2734","4","0","0","0","0","50","21","36","3"
"ConsiderSelfOnly","0","3","18575","405048","352620","-2656","4","0","0","0","0","51","37","26","6"
"CondiserEnemyPosition","0","3","3439","73730","52457","2724","4","0","0","0","0","48","11","38","2"
"ConsiderSelfOnly","0","3","12840","313060","277078","-2672","4","0","0","0","0","50","33","20","8"
"CondiserEnemyPosition","0","3","2503","66742","54221","2684","4","0","0","0","0","54","12","17","4"
"ConsiderSelfOnly","0","3","2655","84859","77569","-2762","4","0","0","0","0","50","14","8","11"
"CondiserEnemyPosition","0","3","3071","65938","45660","2682","4","0","0","0","0","57","8","42","2"
"ConsiderSelfOnly","0","3","20993","664415","608610","-2676","4","0","0","0","0","51","49","20","11"
"CondiserEnemyPosition","0","3","4255","99968","70548","2712","4","0","0","0","0","60","13","35","2"
"ConsiderSelfOnly","0","3","20702","508544","456267","-2696","4","0","0","0","0","56","43","20","9"
"CondiserEnemyPosition","0","3","6623","139203","98499","2750","4","0","0","0","0","62","15","42","2"
"ConsiderSelfOnly","0","3","6782","134474","116738","-2712","4","0","0","0","0","57","18","15","7"
"CondiserEnemyPosition","0","3","12723","275757","201589","2768","4","0","0","0","0","63","23","49","2"
"ConsiderSelfOnly","0","3","26797","547136","482526","-2696","4","0","0","0","0","61","43","23","7"
"CondiserEnemyPosition","0","3","10977","210224","151307","2774","4","0","0","0","0","62","19","46","2"
"ConsiderSelfOnly","0","3","7442","145576","127560","-2696","4","0","0","0","0","62","15","17","7"
"CondiserEnemyPosition","0","3","18614","384288","290078","2786","4","0","0","0","0","58","35","44","3"
"ConsiderSelfOnly","0","3","11221","187738","156649","-2688","4","0","0","0","0","57","17","30","5"
"CondiserEnemyPosition","0","3","8204","151384","109725","2714","4","0","0","0","0","62","14","44","2"
"ConsiderSelfOnly","0","3","11422","190535","161692","-2676","4","0","0","0","0","59","16","28","5"
"CondiserEnemyPosition","0","3","6379","118585","85663","2764","4","0","0","0","0","57","12","45","2"
"ConsiderSelfOnly","0","3","26359","474907","408382","-2676","4","0","0","0","0","62","32","31","6"
"CondiserEnemyPosition","0","3","10754","214267","157302","2784","4","0","0","0","0","57","21","44","2"
"ConsiderSelfOnly","0","3","14329","245098","207048","-2688","4","0","0","0","0","59","24","24","5"
"CondiserEnemyPosition","0","3","3366","62959","43143","2750","4","0","0","0","0","58","7","42","2"
"ConsiderSelfOnly","0","3","12182","244941","214927","-2702","4","0","0","0","0","56","27","18","7"
"CondiserEnemyPosition","0","3","10136","212752","152557","2810","4","0","0","0","0","58","22","44","2"
"ConsiderSelfOnly","0","3","11422","292321","263274","-2752","4","0","0","0","0","53","43","11","9"
"CondiserEnemyPosition","0","3","3149","72628","53063","2768","4","0","0","0","0","62","7","39","2"
"ConsiderSelfOnly","0","3","30094","761505","690163","-2782","4","0","0","0","0","54","53","23","10"
"CondiserEnemyPosition","0","4","1857","42202","31712","2762","4","0","0","0","0","62","6","26","3"
"ConsiderSelfOnly","0","4","13105","297843","263392","-3508","4","0","0","0","0","58","32","17","8"
"CondiserEnemyPosition","0","4","2883","60678","41661","3546","4","0","0","0","0","64","7","40","2"
"ConsiderSelfOnly","0","4","9387","209528","185346","-3508","4","0","0","0","0","56","25","15","8"
"CondiserEnemyPosition","0","4","4026","88492","62366","3554","4","0","0","0","0","66","8","45","2"
"ConsiderSelfOnly","0","4","5672","102970","88209","-3500","4","0","0","0","0","54","12","21","6"
"CondiserEnemyPosition","0","4","8485","174706","121605","3574","4","0","0","0","0","59","17","50","2"
"ConsiderSelfOnly","0","4","10888","231917","202954","-3500","4","0","0","0","0","50","32","16","7"
"CondiserEnemyPosition","0","4","3433","68464","46672","3562","4","0","0","0","0","57","8","42","2"
"ConsiderSelfOnly","0","4","12309","266803","236784","-3500","4","0","0","0","0","49","30","18","8"
"CondiserEnemyPosition","0","4","6843","148824","101311","3618","4","0","0","0","0","60","16","46","2"
"ConsiderSelfOnly","0","4","8560","229072","207870","-3528","4","0","0","0","0","43","43","10","10"
"CondiserEnemyPosition","0","4","8534","184838","130324","3606","4","0","0","0","0","60","20","44","2"
"ConsiderSelfOnly","0","4","8001","277775","258814","-3560","4","0","0","0","0","44","48","7","15"
"CondiserEnemyPosition","0","4","5394","126322","91605","3564","4","0","0","0","0","65","12","40","2"
"ConsiderSelfOnly","0","4","16366","626223","587459","-3560","4","0","0","0","0","43","58","14","16"
"CondiserEnemyPosition","0","4","2521","53948","37253","3488","4","0","0","0","0","73","7","30","2"
"ConsiderSelfOnly","0","4","14593","485911","453449","-3538","4","0","0","0","0","46","39","16","14"
"CondiserEnemyPosition","0","5","706","14417","9702","3540","4","0","0","0","0","54","2","30","2"
"ConsiderSelfOnly","0","5","1710","36038","30783","-4276","4","0","0","0","0","40","6","19","6"
"CondiserEnemyPosition","0","5","2415","55880","40124","4268","4","0","0","0","0","56","7","36","2"
"ConsiderSelfOnly","0","5","2194","44362","38386","-4268","4","0","0","0","0","40","7","19","6"
"CondiserEnemyPosition","0","5","1931","39476","27146","4320","4","0","0","0","0","58","4","43","2"
"ConsiderSelfOnly","0","5","14529","350006","312535","-4260","4","0","0","0","0","40","53","16","8"
"CondiserEnemyPosition","0","5","3208","67836","46361","4344","4","0","0","0","0","60","7","45","2"
"ConsiderSelfOnly","0","5","11012","297816","271733","-4302","4","0","0","0","0","49","45","10","11"
"CondiserEnemyPosition","0","5","5224","111210","76414","4388","4","0","0","0","0","66","10","49","2"
"ConsiderSelfOnly","0","5","7503","219790","202168","-4316","4","0","0","0","0","43","38","9","12"
"CondiserEnemyPosition","0","5","7151","157357","106480","4412","4","0","0","0","0","64","14","52","2"
"ConsiderSelfOnly","0","5","8567","176513","154889","-4320","4","0","0","0","0","43","31","14","7"
"CondiserEnemyPosition","0","5","7026","153183","106094","4404","4","0","0","0","0","67","13","51","2"
"ConsiderSelfOnly","0","5","8826","208596","186062","-4342","4","0","0","0","0","44","27","17","8"
"CondiserEnemyPosition","0","5","9611","208048","145609","4388","4","0","0","0","0","79","15","51","2"
"ConsiderSelfOnly","0","5","4304","89805","78729","-4326","4","0","0","0","0","52","12","15","7"
"CondiserEnemyPosition","0","5","13310","309409","227995","4398","4","0","0","0","0","68","21","55","2"
"ConsiderSelfOnly","0","5","11211","319597","290185","-4324","4","0","0","0","0","47","40","14","10"
"CondiserEnemyPosition","0","5","4407","97689","65195","4358","4","0","0","0","0","75","8","50","2"
"ConsiderSelfOnly","0","5","7956","143880","123385","-4324","4","0","0","0","0","44","20","22","6"
"CondiserEnemyPosition","0","5","9359","190287","124930","4434","4","0","0","0","0","67","17","55","1"
"ConsiderSelfOnly","0","5","4212","86803","76151","-4332","4","0","0","0","0","44","14","15","7"
"CondiserEnemyPosition","0","5","8465","177075","122962","4420","4","0","0","0","0","67","16","46","2"
"ConsiderSelfOnly","0","5","12463","305367","274251","-4346","4","0","0","0","0","55","45","11","9"
"CondiserEnemyPosition","0","5","16508","373356","258145","4438","4","0","0","0","0","72","28","55","2"
"ConsiderSelfOnly","0","5","4454","116828","106321","-4384","4","0","0","0","0","59","14","11","11"
"CondiserEnemyPosition","0","5","16131","361746","247865","4418","4","0","0","0","0","73","27","56","2"
"ConsiderSelfOnly","0","5","11397","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","0","5","8344","188108","132549","4396","4","0","0","0","0","82","14","45","2"
"ConsiderSelfOnly","0","5","5723","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","0","6","194","2942","2566","4334","4","0","0","0","0","92","1","1","18"
