"player","score of PapadopoulosReimplementation","score of AbaProReimplementation","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"PapadopoulosReimplementation","0","0","4839","62973","55670","0","4","0","0","0","0","44","8","18","8"
"AbaProReimplementation","0","0","6215","107023","90738","-3","4","0","0","0","0","44","26","13","6"
"PapadopoulosReimplementation","0","0","5815","102671","91060","12","4","0","0","0","0","51","11","18","8"
"AbaProReimplementation","0","0","6650","134431","114690","-3","4","0","0","0","0","52","25","13","6"
"PapadopoulosReimplementation","0","0","4208","83725","76380","0","4","0","0","0","0","62","5","19","11"
"AbaProReimplementation","0","0","16560","298535","245992","-3","4","0","0","0","0","53","33","28","4"
"PapadopoulosReimplementation","0","0","13837","217769","183147","50","4","0","0","0","0","56","20","29","5"
"AbaProReimplementation","0","0","23330","337334","267612","-2","4","0","0","0","0","63","38","27","3"
"PapadopoulosReimplementation","0","0","32265","736289","672570","102","4","0","0","0","0","50","36","33","10"
"AbaProReimplementation","0","0","23486","333547","261302","-1","4","0","0","0","0","66","35","30","3"
"PapadopoulosReimplementation","0","0","13696","244258","212586","34","4","0","0","0","0","55","16","34","6"
"AbaProReimplementation","0","0","27001","417452","338318","-1","4","0","0","0","0","64","47","24","4"
"PapadopoulosReimplementation","0","0","17034","313678","269513","88","4","0","0","0","0","50","35","24","6"
"AbaProReimplementation","0","0","14549","193819","147859","1","4","0","0","0","0","69","22","28","3"
"PapadopoulosReimplementation","0","0","19191","410770","365803","74","4","0","0","0","0","52","25","33","8"
"AbaProReimplementation","0","0","11304","240802","206706","6","4","0","0","0","0","69","39","11","6"
"PapadopoulosReimplementation","0","0","11593","230536","200682","34","4","0","0","0","0","60","14","34","6"
"AbaProReimplementation","0","0","34334","427724","327265","4","4","0","0","0","0","67","42","34","3"
"PapadopoulosReimplementation","0","0","35063","686590","602175","50","4","0","0","0","0","58","35","39","7"
"AbaProReimplementation","0","0","8339","137837","112641","2","4","0","0","0","0","68","18","19","4"
"PapadopoulosReimplementation","0","0","33295","631806","551573","24","4","0","0","0","0","61","41","31","7"
"AbaProReimplementation","0","0","13574","230921","191297","2","4","0","0","0","0","69","28","18","5"
"PapadopoulosReimplementation","0","0","17043","305236","265594","26","4","0","0","0","0","58","21","30","6"
"AbaProReimplementation","0","0","20884","362957","296681","3","4","0","0","0","0","67","36","26","4"
"PapadopoulosReimplementation","0","0","17076","289752","249914","-12","4","0","0","0","0","65","16","36","6"
"AbaProReimplementation","0","0","7970","173195","146988","0","4","0","0","0","0","60","22","18","5"
"PapadopoulosReimplementation","0","0","30394","489550","408069","4","4","0","0","0","0","71","23","47","5"
"AbaProReimplementation","0","0","9844","238795","204694","0","4","0","0","0","0","53","32","18","6"
"PapadopoulosReimplementation","0","0","3362","58999","48350","0","4","0","0","0","0","59","6","26","4"
"AbaProReimplementation","0","0","15968","431093","374733","2","4","0","0","0","0","61","43","20","6"
"PapadopoulosReimplementation","0","0","6801","141857","123207","22","4","0","0","0","0","64","11","25","6"
"AbaProReimplementation","0","0","10690","281703","245776","-2","4","0","0","0","0","60","39","14","7"
"PapadopoulosReimplementation","0","0","12464","240628","205039","70","4","0","0","0","0","68","13","39","5"
"AbaProReimplementation","0","0","9832","226729","193179","-6","4","0","0","0","0","61","23","22","6"
"PapadopoulosReimplementation","0","0","8649","140140","112284","88","4","0","0","0","0","70","8","43","4"
"AbaProReimplementation","0","0","10060","357964","322940","-4","4","0","0","0","0","60","41","13","9"
"PapadopoulosReimplementation","1","0","7179","86713","61926","202","4","0","0","0","0","72","7","46","2"
"AbaProReimplementation","1","0","8712","195657","161803","-97","4","0","0","0","0","66","14","35","4"
"PapadopoulosReimplementation","1","0","11711","341701","317372","882","4","0","0","0","0","67","16","20","13"
"AbaProReimplementation","1","0","8030","198356","166691","-96","4","0","0","0","0","63","18","26","5"
"PapadopoulosReimplementation","1","0","12723","325467","295342","818","4","0","0","0","0","71","17","22","10"
"AbaProReimplementation","1","0","6685","149508","124742","-99","4","0","0","0","0","65","16","22","5"
"PapadopoulosReimplementation","1","0","7482","173622","154179","894","4","0","0","0","0","65","7","36","8"
"AbaProReimplementation","1","0","8960","290092","255072","-97","4","0","0","0","0","68","29","16","7"
"PapadopoulosReimplementation","2","0","3901","58076","44377","926","4","0","0","0","0","63","6","33","3"
"AbaProReimplementation","2","0","3990","71442","54577","-190","4","0","0","0","0","64","8","30","3"
