"player","score of AbaProReimplementation","score of PapadopoulosReimplementation","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"AbaProReimplementation","0","0","3462","54531","45759","0","4","0","0","0","0","44","18","9","5"
"PapadopoulosReimplementation","0","0","6340","104667","92521","-6","4","0","0","0","0","44","14","18","8"
"AbaProReimplementation","0","0","4017","55540","42399","0","4","0","0","0","0","52","10","22","3"
"PapadopoulosReimplementation","0","0","13669","226355","197500","-6","4","0","0","0","0","51","24","21","7"
"AbaProReimplementation","0","0","5633","77691","59571","0","4","0","0","0","0","60","12","23","3"
"PapadopoulosReimplementation","0","0","34240","688607","623813","18","4","0","0","0","0","54","44","25","10"
"AbaProReimplementation","0","0","7318","108235","85175","2","4","0","0","0","0","67","14","22","3"
"PapadopoulosReimplementation","0","0","32866","719819","662163","22","4","0","0","0","0","58","33","28","11"
"AbaProReimplementation","0","0","8437","136371","107547","3","4","0","0","0","0","71","15","25","3"
"PapadopoulosReimplementation","0","0","13384","261268","235793","-64","4","0","0","0","0","69","12","28","9"
"AbaProReimplementation","0","0","7210","123632","98836","3","4","0","0","0","0","67","15","22","4"
"PapadopoulosReimplementation","0","0","20656","402410","357666","-40","4","0","0","0","0","60","30","23","8"
"AbaProReimplementation","0","0","11497","155581","120804","4","4","0","0","0","0","67","18","26","3"
"PapadopoulosReimplementation","0","0","33224","648829","578631","8","4","0","0","0","0","55","28","43","8"
"AbaProReimplementation","0","0","5369","92976","74903","3","4","0","0","0","0","60","13","21","4"
"PapadopoulosReimplementation","0","0","16447","306238","270159","-52","4","0","0","0","0","62","16","33","7"
"AbaProReimplementation","0","0","18915","271160","209622","5","4","0","0","0","0","59","30","32","3"
"PapadopoulosReimplementation","0","0","35723","596727","512585","-8","4","0","0","0","0","58","30","46","6"
"AbaProReimplementation","0","0","10983","206875","171495","4","4","0","0","0","0","58","29","19","5"
