"player","score of AbaProReimplementation","score of PapadopoulosReimplementation","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"AbaProReimplementation","0","0","3388","54531","45759","0","4","0","0","0","0","44","18","9","5"
"PapadopoulosReimplementation","0","0","6251","104667","92521","-6","4","0","0","0","0","44","14","18","8"
"AbaProReimplementation","0","0","4015","55540","42399","0","4","0","0","0","0","52","10","22","3"
"PapadopoulosReimplementation","0","0","13554","226355","197500","-6","4","0","0","0","0","51","24","21","7"
"AbaProReimplementation","0","0","5643","77691","59571","0","4","0","0","0","0","60","12","23","3"
"PapadopoulosReimplementation","0","0","34079","688607","623813","18","4","0","0","0","0","54","44","25","10"
"AbaProReimplementation","0","0","7362","108235","85175","2","4","0","0","0","0","67","14","22","3"
"PapadopoulosReimplementation","0","0","32887","719819","662163","22","4","0","0","0","0","58","33","28","11"
"AbaProReimplementation","0","0","8474","136371","107547","3","4","0","0","0","0","71","15","25","3"
"PapadopoulosReimplementation","0","0","13411","261268","235793","-64","4","0","0","0","0","69","12","28","9"
"AbaProReimplementation","0","0","7253","123632","98836","3","4","0","0","0","0","67","15","22","4"
"PapadopoulosReimplementation","0","0","20677","402410","357666","-40","4","0","0","0","0","60","30","23","8"
"AbaProReimplementation","0","0","11570","155581","120804","4","4","0","0","0","0","67","18","26","3"
"PapadopoulosReimplementation","0","0","33278","648829","578631","8","4","0","0","0","0","55","28","43","8"
"AbaProReimplementation","0","0","5384","92976","74903","3","4","0","0","0","0","60","13","21","4"
"PapadopoulosReimplementation","0","0","16465","306238","270159","-52","4","0","0","0","0","62","16","33","7"
"AbaProReimplementation","0","0","18956","271160","209622","5","4","0","0","0","0","59","30","32","3"
"PapadopoulosReimplementation","0","0","35703","596727","512585","-8","4","0","0","0","0","58","30","46","6"
"AbaProReimplementation","0","0","11031","206875","171495","4","4","0","0","0","0","58","29","19","5"
"PapadopoulosReimplementation","0","0","18875","335521","290435","-12","4","0","0","0","0","64","13","52","6"
"AbaProReimplementation","0","0","1781","29868","23507","1","4","0","0","0","0","59","2","40","3"
"PapadopoulosReimplementation","0","0","26963","469310","408707","-54","4","0","0","0","0","69","19","44","6"
"AbaProReimplementation","0","0","5177","85434","68850","4","4","0","0","0","0","63","8","29","4"
"PapadopoulosReimplementation","0","0","26724","486528","420619","4","4","0","0","0","0","66","26","36","6"
"AbaProReimplementation","0","0","11700","196449","156668","5","4","0","0","0","0","67","21","26","4"
"PapadopoulosReimplementation","0","0","18305","294807","252712","-72","4","0","0","0","0","64","12","51","6"
"AbaProReimplementation","0","0","25033","393819","314020","5","4","0","0","0","0","62","46","26","4"
"PapadopoulosReimplementation","0","0","105753","2047232","1832830","-28","4","0","0","0","0","73","47","61","8"
"AbaProReimplementation","0","0","10453","163423","130967","5","4","0","0","0","0","69","18","24","4"
"PapadopoulosReimplementation","0","0","125333","2554623","2313127","-16","4","0","0","0","0","75","50","63","9"
"AbaProReimplementation","0","0","12192","188001","148784","5","4","0","0","0","0","64","22","26","3"
"PapadopoulosReimplementation","0","0","17435","285535","239443","-4","4","0","0","0","0","64","17","39","5"
"AbaProReimplementation","0","0","5037","86074","70072","6","4","0","0","0","0","71","11","17","4"
"PapadopoulosReimplementation","0","0","43642","856136","760073","-32","4","0","0","0","0","65","26","53","8"
"AbaProReimplementation","0","0","10372","143688","107958","6","4","0","0","0","0","64","12","43","3"
"PapadopoulosReimplementation","0","0","58833","1058340","928013","-52","4","0","0","0","0","61","40","51","7"
"AbaProReimplementation","0","0","36340","517801","399164","8","4","0","0","0","0","65","42","41","3"
"PapadopoulosReimplementation","0","0","75102","1328587","1167772","-62","4","0","0","0","0","66","44","53","7"
"AbaProReimplementation","0","0","11097","181512","139720","8","4","0","0","0","0","72","13","43","3"
"PapadopoulosReimplementation","0","0","58980","1327770","1206570","-46","4","0","0","0","0","64","54","33","10"
"AbaProReimplementation","0","0","32757","486465","370878","10","4","0","0","0","0","73","37","41","3"
"PapadopoulosReimplementation","0","0","41398","949340","869775","-108","4","0","0","0","0","65","35","33","11"
"AbaProReimplementation","0","0","3369","36850","24223","10","4","0","0","0","0","68","3","56","1"
"PapadopoulosReimplementation","0","0","10046","190411","165460","-88","4","0","0","0","0","54","20","21","6"
"AbaProReimplementation","0","0","9231","171658","139247","11","4","0","0","0","0","63","22","22","4"
"PapadopoulosReimplementation","0","0","41852","861129","773406","-106","4","0","0","0","0","61","37","37","9"
"AbaProReimplementation","0","0","14647","216242","161483","12","4","0","0","0","0","63","18","46","3"
"PapadopoulosReimplementation","0","0","45272","894952","800322","-124","4","0","0","0","0","66","34","41","8"
"AbaProReimplementation","0","0","3951","67042","51979","10","4","0","0","0","0","56","5","47","3"
"PapadopoulosReimplementation","0","0","24037","428790","364715","-74","4","0","0","0","0","58","26","40","5"
"AbaProReimplementation","0","0","4479","94759","77215","11","4","0","0","0","0","60","15","18","4"
"PapadopoulosReimplementation","0","0","30543","450998","366607","-94","4","0","0","0","0","61","33","40","4"
"AbaProReimplementation","0","0","16522","282243","218837","13","4","0","0","0","0","60","30","33","3"
"PapadopoulosReimplementation","0","0","32807","640831","570636","-118","4","0","0","0","0","52","36","36","8"
"AbaProReimplementation","0","0","13458","194951","144760","14","4","0","0","0","0","58","23","36","2"
"PapadopoulosReimplementation","0","0","32895","665353","597126","-116","4","0","0","0","0","50","41","31","9"
"AbaProReimplementation","0","0","11120","163212","123000","13","4","0","0","0","0","61","17","35","3"
"PapadopoulosReimplementation","0","0","13266","271001","242360","-120","4","0","0","0","0","48","20","27","8"
"AbaProReimplementation","0","0","18565","289002","220723","13","4","0","0","0","0","62","31","33","3"
"PapadopoulosReimplementation","0","0","26380","513183","449216","-86","4","0","0","0","0","52","45","26","7"
"AbaProReimplementation","0","0","13684","197862","146871","14","4","0","0","0","0","65","20","37","2"
"PapadopoulosReimplementation","0","0","6923","135576","116583","-102","4","0","0","0","0","49","18","19","6"
"AbaProReimplementation","0","0","12832","218089","167135","13","4","0","0","0","0","71","26","25","3"
"PapadopoulosReimplementation","0","0","13097","272821","241925","-130","4","0","0","0","0","49","21","28","8"
"AbaProReimplementation","0","0","10476","194308","148411","12","4","0","0","0","0","59","24","30","3"
"PapadopoulosReimplementation","0","0","40772","908259","822455","-138","4","0","0","0","0","51","58","27","9"
"AbaProReimplementation","0","0","966","15497","10724","10","4","0","0","0","0","57","2","35","2"
"PapadopoulosReimplementation","0","0","31455","601153","530487","-196","4","0","0","0","0","66","40","25","7"
"AbaProReimplementation","1","0","2911","56913","45265","12","4","0","0","0","0","58","9","21","4"
"PapadopoulosReimplementation","1","0","5615","108460","92527","-842","4","0","0","0","0","55","9","29","6"
"AbaProReimplementation","1","0","3036","71523","59211","105","4","0","0","0","0","53","10","21","5"
"PapadopoulosReimplementation","1","0","2797","47878","38389","-840","4","0","0","0","0","49","6","30","4"
"AbaProReimplementation","1","0","3517","66050","50882","104","4","0","0","0","0","57","9","26","3"
"PapadopoulosReimplementation","1","0","3343","65405","55764","-842","4","0","0","0","0","50","7","25","6"
"AbaProReimplementation","1","0","4159","90174","72698","104","4","0","0","0","0","56","17","16","4"
"PapadopoulosReimplementation","1","0","13048","267981","234019","-850","4","0","0","0","0","51","22","28","7"
"AbaProReimplementation","1","0","5632","106456","83839","104","4","0","0","0","0","55","17","22","3"
"PapadopoulosReimplementation","1","0","8525","152818","129465","-848","4","0","0","0","0","54","11","36","5"
"AbaProReimplementation","1","0","9329","214513","178355","104","4","0","0","0","0","55","37","16","5"
"PapadopoulosReimplementation","1","0","8415","157851","133035","-856","4","0","0","0","0","55","16","26","5"
"AbaProReimplementation","1","0","3286","65472","50604","102","4","0","0","0","0","58","11","21","3"
"PapadopoulosReimplementation","1","0","3447","63646","53040","-856","4","0","0","0","0","54","8","21","5"
"AbaProReimplementation","1","0","12468","295890","241830","103","4","0","0","0","0","58","37","23","4"
"PapadopoulosReimplementation","1","0","10135","192494","162607","-850","4","0","0","0","0","64","15","28","5"
"AbaProReimplementation","1","0","31280","634214","502309","102","4","0","0","0","0","62","48","42","3"
"PapadopoulosReimplementation","1","0","5342","89428","74006","-860","4","0","0","0","0","61","8","30","4"
"AbaProReimplementation","1","0","26521","502016","394052","103","4","0","0","0","0","57","45","40","3"
"PapadopoulosReimplementation","1","0","8020","135481","111956","-862","4","0","0","0","0","60","13","27","4"
"AbaProReimplementation","1","0","4130","90080","74535","103","4","0","0","0","0","58","12","20","5"
"PapadopoulosReimplementation","1","0","10223","186151","158806","-850","4","0","0","0","0","60","16","26","6"
"AbaProReimplementation","1","0","6342","182824","158406","105","4","0","0","0","0","63","27","13","7"
"PapadopoulosReimplementation","1","0","12649","235747","200167","-880","4","0","0","0","0","71","21","22","5"
"AbaProReimplementation","1","0","6213","166518","143136","104","4","0","0","0","0","67","21","15","6"
"PapadopoulosReimplementation","1","0","34819","577879","475653","-834","4","0","0","0","0","73","36","37","4"
