"player","score of CondiserEnemyPosition","score of ConsiderSelfOnly","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"ConsiderSelfOnly","4","1","2029","62631","56884","-2720","4","0","0","0","0","34","10","14","10"
"CondiserEnemyPosition","4","1","13835","312840","259329","2604","4","0","0","0","0","63","16","50","4"
"ConsiderSelfOnly","4","2","1011","33979","31067","-2722","4","0","0","0","0","30","10","7","12"
"CondiserEnemyPosition","5","2","5844","121215","91784","1888","4","0","0","0","0","65","12","34","3"
"ConsiderSelfOnly","5","2","1360","56455","51613","-2766","4","0","0","0","0","32","14","9","11"
"CondiserEnemyPosition","5","2","12225","278776","215981","2552","4","0","0","0","0","73","23","35","3"
"ConsiderSelfOnly","5","2","2540","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","5","2","8018","296981","271358","2472","4","0","0","0","0","60","9","43","10"
"ConsiderSelfOnly","5","3","944","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","6","3","80","1596","1385","1634","4","0","0","0","0","47","1","1","16"
