"player","score of CondiserEnemyPosition","score of ConsiderSelfOnly","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"CondiserEnemyPosition","0","0","20263","315193","268991","58","4","0","0","0","0","76","9","64","5"
"ConsiderSelfOnly","0","0","3246","51368","43534","-22","4","0","0","0","0","54","9","14","5"
"CondiserEnemyPosition","0","0","51638","644004","519216","74","4","0","0","0","0","77","23","68","4"
"ConsiderSelfOnly","0","0","2611","38558","31789","-24","4","0","0","0","0","48","6","21","4"
"CondiserEnemyPosition","0","0","17131","238629","197949","22","4","0","0","0","0","81","7","63","4"
"ConsiderSelfOnly","0","0","3072","43947","36302","-22","4","0","0","0","0","54","7","17","5"
"CondiserEnemyPosition","0","0","36414","466835","378676","68","4","0","0","0","0","72","18","66","4"
"ConsiderSelfOnly","0","0","7382","80576","61601","-24","4","0","0","0","0","48","12","29","3"
"CondiserEnemyPosition","0","0","24823","368009","309400","78","4","0","0","0","0","71","12","67","5"
"ConsiderSelfOnly","0","0","2883","39200","31920","-22","4","0","0","0","0","53","6","18","4"
"CondiserEnemyPosition","0","0","48233","627550","512004","82","4","0","0","0","0","71","23","66","4"
"ConsiderSelfOnly","0","0","14402","176072","138517","-24","4","0","0","0","0","48","29","25","3"
"CondiserEnemyPosition","0","0","59691","812052","669181","74","4","0","0","0","0","70","31","63","4"
"ConsiderSelfOnly","0","0","4014","60638","50610","-22","4","0","0","0","0","54","10","16","5"
"CondiserEnemyPosition","0","0","67568","808203","642600","88","4","0","0","0","0","70","37","62","3"
"ConsiderSelfOnly","0","0","7312","76560","57102","-24","4","0","0","0","0","48","11","34","3"
"CondiserEnemyPosition","0","0","71760","908068","733310","80","4","0","0","0","0","67","42","60","4"
"ConsiderSelfOnly","0","0","8631","113351","90977","-22","4","0","0","0","0","59","13","26","4"
"CondiserEnemyPosition","0","0","9626","134784","112428","54","4","0","0","0","0","76","6","47","5"
"ConsiderSelfOnly","0","0","9351","114140","90087","-24","4","0","0","0","0","47","19","25","3"
"CondiserEnemyPosition","0","0","51721","698628","574349","74","4","0","0","0","0","74","24","67","4"
"ConsiderSelfOnly","0","0","2833","37285","30188","-22","4","0","0","0","0","53","6","19","4"
"CondiserEnemyPosition","0","0","44346","549071","440837","82","4","0","0","0","0","68","25","62","4"
"ConsiderSelfOnly","0","0","2101","29553","24188","-24","4","0","0","0","0","50","5","18","4"
"CondiserEnemyPosition","0","0","10982","163967","138775","48","4","0","0","0","0","74","5","57","5"
"ConsiderSelfOnly","0","0","2083","25266","20148","-22","4","0","0","0","0","52","4","20","4"
"CondiserEnemyPosition","0","0","47480","618051","504267","82","4","0","0","0","0","70","24","66","4"
"ConsiderSelfOnly","0","0","13769","158130","122084","-24","4","0","0","0","0","48","24","29","3"
"CondiserEnemyPosition","0","0","46623","659289","549366","74","4","0","0","0","0","70","24","64","5"
"ConsiderSelfOnly","0","0","3056","43034","35199","-22","4","0","0","0","0","53","7","18","4"
"CondiserEnemyPosition","0","0","33781","431423","349877","70","4","0","0","0","0","66","19","61","4"
"ConsiderSelfOnly","0","0","6371","64345","47643","-24","4","0","0","0","0","48","9","36","2"
"CondiserEnemyPosition","0","0","52051","694008","568703","86","4","0","0","0","0","68","28","63","4"
"ConsiderSelfOnly","0","0","1538","19947","15830","-50","4","0","0","0","0","47","3","25","4"
"CondiserEnemyPosition","0","0","32446","429946","354394","36","4","0","0","0","0","75","17","57","4"
"ConsiderSelfOnly","0","0","12752","141107","107832","-28","4","0","0","0","0","57","14","38","3"
"CondiserEnemyPosition","0","0","58445","689719","543955","80","4","0","0","0","0","66","36","59","3"
"ConsiderSelfOnly","0","0","7966","85999","65041","-22","4","0","0","0","0","51","9","40","3"
"CondiserEnemyPosition","0","0","58633","756996","615138","80","4","0","0","0","0","67","34","60","4"
"ConsiderSelfOnly","0","0","12504","135400","103393","-22","4","0","0","0","0","55","16","34","3"
"CondiserEnemyPosition","0","0","35387","440554","353391","88","4","0","0","0","0","72","18","65","4"
"ConsiderSelfOnly","0","0","7852","99236","79346","-32","4","0","0","0","0","47","15","26","4"
"CondiserEnemyPosition","0","0","32521","449524","371152","102","4","0","0","0","0","69","16","66","4"
"ConsiderSelfOnly","0","0","1721","21370","17183","-44","4","0","0","0","0","49","2","28","4"
"CondiserEnemyPosition","0","0","41144","524273","423928","96","4","0","0","0","0","70","21","65","4"
"ConsiderSelfOnly","0","0","6798","78482","60633","-32","4","0","0","0","0","48","9","36","3"
"CondiserEnemyPosition","0","0","19918","332061","281008","98","4","0","0","0","0","67","16","45","5"
"ConsiderSelfOnly","0","0","3155","39267","31772","-78","4","0","0","0","0","53","5","25","4"
"CondiserEnemyPosition","0","0","41445","536437","434959","88","4","0","0","0","0","74","20","64","4"
"ConsiderSelfOnly","0","0","9219","106179","82902","-22","4","0","0","0","0","53","13","30","3"
"CondiserEnemyPosition","0","0","43051","534140","428071","90","4","0","0","0","0","73","21","66","4"
"ConsiderSelfOnly","0","0","7161","81928","63499","-32","4","0","0","0","0","48","10","34","3"
"CondiserEnemyPosition","0","0","49703","686988","569523","74","4","0","0","0","0","69","27","61","4"
"ConsiderSelfOnly","0","0","4954","67798","54928","-22","4","0","0","0","0","54","8","27","4"
"CondiserEnemyPosition","0","0","35127","462228","377644","78","4","0","0","0","0","65","21","60","4"
"ConsiderSelfOnly","0","0","7076","88164","68707","-32","4","0","0","0","0","48","12","31","3"
"CondiserEnemyPosition","0","0","8797","130043","109521","48","4","0","0","0","0","64","5","52","5"
"ConsiderSelfOnly","0","0","8245","97046","75710","-22","4","0","0","0","0","53","12","31","3"
"CondiserEnemyPosition","0","0","38893","457729","360450","90","4","0","0","0","0","68","21","64","3"
"ConsiderSelfOnly","0","0","7304","83144","63780","-32","4","0","0","0","0","49","11","33","3"
"CondiserEnemyPosition","0","0","21618","318921","269043","60","4","0","0","0","0","66","14","52","5"
"ConsiderSelfOnly","0","0","14886","165165","125901","-22","4","0","0","0","0","58","17","37","3"
"CondiserEnemyPosition","0","0","10512","166651","142302","62","4","0","0","0","0","66","8","41","6"
"ConsiderSelfOnly","0","0","2697","29498","22722","-46","4","0","0","0","0","59","3","28","3"
"CondiserEnemyPosition","0","0","30277","417284","344856","78","4","0","0","0","0","70","16","63","4"
"ConsiderSelfOnly","0","0","3623","47889","38788","-22","4","0","0","0","0","55","7","21","4"
"CondiserEnemyPosition","0","0","49083","639278","520043","80","4","0","0","0","0","70","26","62","4"
"ConsiderSelfOnly","0","0","4208","44149","33522","-22","4","0","0","0","0","47","6","35","3"
"CondiserEnemyPosition","0","0","50129","656460","534696","94","4","0","0","0","0","74","24","65","4"
"ConsiderSelfOnly","0","0","13521","146490","111961","-28","4","0","0","0","0","57","15","37","3"
"CondiserEnemyPosition","0","0","40341","521281","422703","80","4","0","0","0","0","69","22","61","4"
"ConsiderSelfOnly","0","0","7652","78780","59110","-22","4","0","0","0","0","52","10","34","3"
"CondiserEnemyPosition","0","0","56754","645858","499160","92","4","0","0","0","0","75","29","65","3"
"ConsiderSelfOnly","0","0","2528","39317","33259","-36","4","0","0","0","0","56","6","16","5"
"CondiserEnemyPosition","0","0","84561","1028839","824064","96","4","0","0","0","0","73","41","66","4"
"ConsiderSelfOnly","0","0","2040","29611","24576","-38","4","0","0","0","0","54","5","16","5"
"CondiserEnemyPosition","0","0","22187","303948","249699","96","4","0","0","0","0","73","11","65","4"
"ConsiderSelfOnly","0","0","2588","32275","25843","-44","4","0","0","0","0","50","5","24","4"
"CondiserEnemyPosition","0","0","69929","796296","621513","90","4","0","0","0","0","73","35","65","3"
"ConsiderSelfOnly","0","0","5311","75713","63119","-32","4","0","0","0","0","46","12","21","5"
"CondiserEnemyPosition","0","0","32964","425461","343584","110","4","0","0","0","0","76","15","68","4"
"ConsiderSelfOnly","0","0","2180","24006","18629","-44","4","0","0","0","0","47","3","27","3"
"CondiserEnemyPosition","0","0","58474","779339","639101","94","4","0","0","0","0","73","28","65","4"
"ConsiderSelfOnly","0","0","12046","134608","103570","-36","4","0","0","0","0","55","15","35","3"
"CondiserEnemyPosition","0","0","37370","448503","353520","88","4","0","0","0","0","72","20","62","3"
"ConsiderSelfOnly","0","0","6776","75700","58808","-36","4","0","0","0","0","52","9","31","3"
"CondiserEnemyPosition","0","0","66157","839902","675207","100","4","0","0","0","0","74","33","65","4"
"ConsiderSelfOnly","0","0","1739","33102","28803","-70","4","0","0","0","0","49","4","17","7"
"CondiserEnemyPosition","0","0","42436","595306","493832","58","4","0","0","0","0","72","24","56","4"
"ConsiderSelfOnly","0","0","2860","27567","20102","-42","4","0","0","0","0","69","2","41","2"
"CondiserEnemyPosition","0","0","21141","380642","337780","40","4","0","0","0","0","73","10","56","8"
"ConsiderSelfOnly","0","0","29471","313568","238256","-14","4","0","0","0","0","66","28","38","3"
"CondiserEnemyPosition","0","0","53551","650303","519171","94","4","0","0","0","0","74","27","63","4"
"ConsiderSelfOnly","0","0","17612","192249","146782","-28","4","0","0","0","0","57","20","37","3"
"CondiserEnemyPosition","0","0","42714","541675","439173","80","4","0","0","0","0","70","22","63","4"
"ConsiderSelfOnly","0","0","4480","47142","36002","-22","4","0","0","0","0","48","6","33","3"
"CondiserEnemyPosition","0","0","54631","624406","489611","88","4","0","0","0","0","74","27","65","3"
"ConsiderSelfOnly","0","0","10513","124454","97757","-22","4","0","0","0","0","52","16","29","3"
"CondiserEnemyPosition","0","0","43571","522176","417103","90","4","0","0","0","0","73","21","66","4"
"ConsiderSelfOnly","0","0","12301","145022","113468","-32","4","0","0","0","0","48","22","28","3"
"CondiserEnemyPosition","0","0","49645","640979","524482","74","4","0","0","0","0","69","27","60","4"
"ConsiderSelfOnly","0","0","4896","71235","58839","-22","4","0","0","0","0","54","10","21","4"
"CondiserEnemyPosition","0","0","32773","406089","327540","78","4","0","0","0","0","66","19","60","4"
"ConsiderSelfOnly","0","0","9934","108783","83655","-32","4","0","0","0","0","48","16","30","3"
"CondiserEnemyPosition","0","0","64727","780699","625156","86","4","0","0","0","0","67","37","60","4"
"ConsiderSelfOnly","0","0","8775","104170","81668","-22","4","0","0","0","0","53","14","28","3"
"CondiserEnemyPosition","0","0","43440","541687","437806","98","4","0","0","0","0","69","22","65","4"
"ConsiderSelfOnly","0","0","6901","91251","73437","-32","4","0","0","0","0","42","16","24","4"
"CondiserEnemyPosition","0","0","19390","215711","164796","78","4","0","0","0","0","71","12","58","3"
"ConsiderSelfOnly","0","0","3405","50208","41953","-44","4","0","0","0","0","47","9","16","5"
"CondiserEnemyPosition","0","0","41358","584779","487520","108","4","0","0","0","0","69","23","60","5"
"ConsiderSelfOnly","0","0","2759","42135","35341","-42","4","0","0","0","0","48","8","15","5"
"CondiserEnemyPosition","0","0","41427","515521","412871","90","4","0","0","0","0","70","24","58","4"
"ConsiderSelfOnly","0","0","4175","57292","47066","-44","4","0","0","0","0","48","10","19","4"
"CondiserEnemyPosition","0","0","41727","568388","468853","106","4","0","0","0","0","69","23","59","4"
"ConsiderSelfOnly","0","0","3627","63393","54839","-42","4","0","0","0","0","50","11","14","6"
"CondiserEnemyPosition","0","0","38828","478533","381471","82","4","0","0","0","0","79","18","64","3"
"ConsiderSelfOnly","0","0","2589","34909","28501","-44","4","0","0","0","0","52","5","21","4"
"CondiserEnemyPosition","0","0","20290","311035","266836","54","4","0","0","0","0","76","10","56","6"
"ConsiderSelfOnly","0","0","9983","112693","87094","-22","4","0","0","0","0","54","14","31","3"
"CondiserEnemyPosition","0","0","56880","656007","519109","90","4","0","0","0","0","68","31","62","3"
"ConsiderSelfOnly","0","0","13170","158908","125156","-32","4","0","0","0","0","48","25","27","3"
"CondiserEnemyPosition","0","0","49643","643296","527458","74","4","0","0","0","0","69","27","60","4"
"ConsiderSelfOnly","0","0","19950","204671","153507","-22","4","0","0","0","0","58","21","39","3"
"CondiserEnemyPosition","0","0","31609","425444","349133","74","4","0","0","0","0","73","18","55","4"
"ConsiderSelfOnly","0","0","2629","26163","19808","-46","4","0","0","0","0","60","3","31","3"
"CondiserEnemyPosition","0","0","93991","1139312","917238","84","4","0","0","0","0","76","44","64","4"
"ConsiderSelfOnly","0","0","4647","62432","51097","-22","4","0","0","0","0","56","9","20","4"
"CondiserEnemyPosition","0","0","79127","947138","757248","80","4","0","0","0","0","74","39","64","4"
"ConsiderSelfOnly","0","0","10539","113782","87143","-22","4","0","0","0","0","53","15","31","3"
"CondiserEnemyPosition","0","0","93776","1172653","949585","100","4","0","0","0","0","77","43","65","4"
"ConsiderSelfOnly","0","0","2856","38217","31055","-36","4","0","0","0","0","59","5","19","4"
"CondiserEnemyPosition","0","0","24561","351194","296281","64","4","0","0","0","0","74","13","54","5"
"ConsiderSelfOnly","0","0","1582","20342","16455","-38","4","0","0","0","0","55","3","18","4"
"CondiserEnemyPosition","0","0","34039","413449","332246","70","4","0","0","0","0","70","20","56","4"
"ConsiderSelfOnly","0","0","2533","31494","25337","-32","4","0","0","0","0","50","5","22","4"
"CondiserEnemyPosition","0","0","43053","526169","422681","88","4","0","0","0","0","71","22","63","4"
"ConsiderSelfOnly","0","0","11919","121037","91158","-30","4","0","0","0","0","56","13","37","3"
"CondiserEnemyPosition","0","0","69735","766157","596504","90","4","0","0","0","0","72","35","65","3"
"ConsiderSelfOnly","0","0","5906","83715","70015","-32","4","0","0","0","0","46","13","21","5"
"CondiserEnemyPosition","0","0","37044","448534","356962","110","4","0","0","0","0","77","17","68","3"
"ConsiderSelfOnly","0","0","2797","39594","32915","-44","4","0","0","0","0","47","6","20","5"
"CondiserEnemyPosition","0","0","58554","739815","600909","94","4","0","0","0","0","73","28","64","4"
"ConsiderSelfOnly","0","0","12917","142466","108998","-36","4","0","0","0","0","55","16","35","3"
"CondiserEnemyPosition","0","0","38208","455692","361438","88","4","0","0","0","0","72","21","61","3"
"ConsiderSelfOnly","0","0","11137","121170","92791","-36","4","0","0","0","0","52","15","34","3"
"CondiserEnemyPosition","0","0","65607","795802","633204","100","4","0","0","0","0","74","33","65","3"
"ConsiderSelfOnly","0","0","2052","34539","29243","-70","4","0","0","0","0","49","6","16","5"
"CondiserEnemyPosition","0","0","47909","713326","603657","58","4","0","0","0","0","72","25","59","5"
"ConsiderSelfOnly","0","0","2902","26717","19018","-42","4","0","0","0","0","69","2","37","2"
"CondiserEnemyPosition","0","0","22279","404325","359784","40","4","0","0","0","0","73","10","59","8"
"ConsiderSelfOnly","0","0","17124","206742","164423","-14","4","0","0","0","0","65","20","30","4"
"CondiserEnemyPosition","0","0","74192","822446","636747","102","4","0","0","0","0","75","37","64","3"
"ConsiderSelfOnly","0","0","4723","68895","57699","-36","4","0","0","0","0","49","10","21","5"
"CondiserEnemyPosition","0","0","31980","387879","309202","92","4","0","0","0","0","77","14","69","3"
"ConsiderSelfOnly","0","0","4412","59991","49716","-38","4","0","0","0","0","46","10","20","5"
"CondiserEnemyPosition","0","0","35392","492100","409338","118","4","0","0","0","0","79","15","65","5"
"ConsiderSelfOnly","0","0","1595","20579","16770","-52","4","0","0","0","0","47","3","20","4"
"CondiserEnemyPosition","0","0","67126","852488","698577","84","4","0","0","0","0","74","31","65","4"
"ConsiderSelfOnly","0","0","6527","94833","79029","-26","4","0","0","0","0","55","15","17","5"
"CondiserEnemyPosition","0","0","43660","564735","463785","84","4","0","0","0","0","74","19","67","4"
"ConsiderSelfOnly","0","0","6745","77490","60620","-32","4","0","0","0","0","49","11","28","3"
"CondiserEnemyPosition","0","0","37652","505080","417671","88","4","0","0","0","0","74","18","62","4"
"ConsiderSelfOnly","0","0","1544","20869","16886","-58","4","0","0","0","0","48","3","20","4"
"CondiserEnemyPosition","0","0","32288","449392","376852","44","4","0","0","0","0","78","16","55","5"
"ConsiderSelfOnly","0","0","9156","91442","68187","-36","4","0","0","0","0","59","9","39","3"
"CondiserEnemyPosition","0","0","90555","1101743","889326","86","4","0","0","0","0","73","46","62","4"
"ConsiderSelfOnly","0","0","16698","173679","131154","-28","4","0","0","0","0","57","19","38","3"
"CondiserEnemyPosition","0","0","58257","640336","498622","80","4","0","0","0","0","66","36","57","3"
"ConsiderSelfOnly","0","0","13780","154147","118945","-22","4","0","0","0","0","50","22","30","3"
"CondiserEnemyPosition","0","0","61254","827787","688971","86","4","0","0","0","0","66","33","60","5"
"ConsiderSelfOnly","0","0","7375","68230","49349","-28","4","0","0","0","0","62","6","46","2"
"CondiserEnemyPosition","0","0","21992","354135","307239","44","4","0","0","0","0","75","11","51","6"
"ConsiderSelfOnly","0","0","31157","325327","245867","-14","4","0","0","0","0","68","29","38","3"
"CondiserEnemyPosition","0","0","36843","499592","415563","80","4","0","0","0","0","73","17","64","5"
"ConsiderSelfOnly","0","0","2838","35654","29009","-28","4","0","0","0","0","60","5","20","4"
"CondiserEnemyPosition","0","0","63311","832725","687921","88","4","0","0","0","0","78","25","70","4"
"ConsiderSelfOnly","0","0","2780","36390","29716","-38","4","0","0","0","0","55","5","19","4"
"CondiserEnemyPosition","0","0","19194","272300","228626","80","4","0","0","0","0","77","8","68","5"
"ConsiderSelfOnly","0","0","2211","25635","20490","-44","4","0","0","0","0","56","4","21","4"
"CondiserEnemyPosition","0","0","27514","428934","370039","70","4","0","0","0","0","79","12","61","6"
"ConsiderSelfOnly","0","0","3025","28512","21258","-36","4","0","0","0","0","58","3","34","3"
"CondiserEnemyPosition","0","0","134038","1883119","1589883","90","4","0","0","0","0","80","53","67","5"
"ConsiderSelfOnly","0","0","4511","59872","48740","-28","4","0","0","0","0","68","6","24","4"
"CondiserEnemyPosition","0","0","49872","626970","508879","88","4","0","0","0","0","72","25","62","4"
"ConsiderSelfOnly","0","0","15160","158788","120086","-36","4","0","0","0","0","55","19","35","3"
"CondiserEnemyPosition","0","0","64659","816577","665335","94","4","0","0","0","0","69","35","60","4"
"ConsiderSelfOnly","0","0","17790","195776","150462","-36","4","0","0","0","0","57","21","36","3"
"CondiserEnemyPosition","0","0","21291","319917","273434","66","4","0","0","0","0","74","11","53","6"
"ConsiderSelfOnly","0","0","10118","102554","76970","-36","4","0","0","0","0","55","12","36","3"
"CondiserEnemyPosition","0","0","48740","557184","441964","74","4","0","0","0","0","74","22","67","3"
"ConsiderSelfOnly","0","0","8969","99498","77459","-22","4","0","0","0","0","53","13","30","3"
"CondiserEnemyPosition","0","0","50335","579770","460574","90","4","0","0","0","0","69","26","64","3"
"ConsiderSelfOnly","0","0","11848","152961","124513","-32","4","0","0","0","0","46","25","23","4"
"CondiserEnemyPosition","0","0","53193","669856","544488","96","4","0","0","0","0","77","22","70","4"
"ConsiderSelfOnly","0","0","2740","33123","26186","-44","4","0","0","0","0","49","4","28","3"
"CondiserEnemyPosition","0","0","37960","485475","397980","72","4","0","0","0","0","71","20","60","4"
"ConsiderSelfOnly","0","0","3625","40564","31739","-32","4","0","0","0","0","47","5","33","3"
"CondiserEnemyPosition","0","0","51112","639145","520654","68","4","0","0","0","0","74","25","62","4"
"ConsiderSelfOnly","0","0","4369","63187","53312","-22","4","0","0","0","0","52","8","21","5"
"CondiserEnemyPosition","0","0","74382","842837","668170","90","4","0","0","0","0","79","31","70","3"
"ConsiderSelfOnly","0","0","8177","94131","74064","-32","4","0","0","0","0","47","14","28","3"
"CondiserEnemyPosition","0","0","44851","539413","434001","68","4","0","0","0","0","72","22","63","4"
"ConsiderSelfOnly","0","0","3637","57006","48499","-22","4","0","0","0","0","53","8","18","6"
"CondiserEnemyPosition","0","0","57226","664957","530485","90","4","0","0","0","0","73","26","67","4"
"ConsiderSelfOnly","0","0","3612","37224","28381","-32","4","0","0","0","0","47","5","33","3"
"CondiserEnemyPosition","0","0","66761","784370","627787","80","4","0","0","0","0","64","41","58","4"
"ConsiderSelfOnly","0","0","4514","61565","50682","-22","4","0","0","0","0","54","8","23","4"
"CondiserEnemyPosition","0","0","42883","540213","441869","82","4","0","0","0","0","68","22","62","4"
"ConsiderSelfOnly","0","0","8490","104880","83680","-32","4","0","0","0","0","48","15","28","4"
"CondiserEnemyPosition","0","0","40879","522945","428714","66","4","0","0","0","0","71","20","63","4"
"ConsiderSelfOnly","0","0","4554","63194","52289","-22","4","0","0","0","0","54","8","22","5"
"CondiserEnemyPosition","0","0","48394","618784","508883","88","4","0","0","0","0","69","25","62","4"
"ConsiderSelfOnly","0","0","8935","95041","72610","-32","4","0","0","0","0","48","12","36","3"
"CondiserEnemyPosition","0","0","64352","780110","630487","72","4","0","0","0","0","68","36","58","4"
"ConsiderSelfOnly","0","0","14842","161368","122530","-22","4","0","0","0","0","55","18","38","3"
"CondiserEnemyPosition","0","0","23113","344697","288401","78","4","0","0","0","0","68","18","42","5"
"ConsiderSelfOnly","0","0","9612","118417","93524","-68","4","0","0","0","0","65","13","27","3"
"CondiserEnemyPosition","0","0","15219","237307","203572","44","4","0","0","0","0","71","8","51","6"
"ConsiderSelfOnly","0","0","40296","374886","270297","-18","4","0","0","0","0","69","31","47","2"
"CondiserEnemyPosition","0","0","7553","126206","109882","62","4","0","0","0","0","66","9","23","7"
"ConsiderSelfOnly","0","0","17256","242217","200948","-66","4","0","0","0","0","69","27","20","5"
"CondiserEnemyPosition","0","0","91625","1311075","1098207","78","4","0","0","0","0","70","48","61","5"
"ConsiderSelfOnly","0","0","9910","125989","101168","-56","4","0","0","0","0","80","9","30","4"
"CondiserEnemyPosition","0","0","60347","1021782","893352","68","4","0","0","0","0","76","33","50","7"
"ConsiderSelfOnly","0","0","20908","340804","291685","-38","4","0","0","0","0","72","36","17","6"
"CondiserEnemyPosition","0","0","23660","372548","316574","76","4","0","0","0","0","70","19","40","5"
"ConsiderSelfOnly","0","0","13430","231474","199255","-66","4","0","0","0","0","68","24","18","6"
"CondiserEnemyPosition","0","0","18592","282361","236192","72","4","0","0","0","0","75","13","43","5"
"ConsiderSelfOnly","0","0","14071","243071","210595","-54","4","0","0","0","0","62","26","18","6"
"CondiserEnemyPosition","0","0","7253","113717","96705","86","4","0","0","0","0","69","6","39","5"
"ConsiderSelfOnly","0","0","55693","734068","596150","-50","4","0","0","0","0","74","40","45","4"
"CondiserEnemyPosition","0","0","9475","161309","138593","114","4","0","0","0","0","66","8","41","6"
"ConsiderSelfOnly","0","0","12739","334834","304432","-130","4","0","0","0","0","64","42","10","11"
"CondiserEnemyPosition","0","0","8701","129453","105038","92","4","0","0","0","0","69","9","37","4"
"ConsiderSelfOnly","0","0","5236","106582","92622","-298","4","0","0","0","0","61","7","29","6"
"CondiserEnemyPosition","0","0","13435","282249","252594","132","4","0","0","0","0","69","10","41","8"
"ConsiderSelfOnly","0","0","9481","194746","171747","-192","4","0","0","0","0","61","18","19","7"
"CondiserEnemyPosition","0","0","11139","189886","160965","154","4","0","0","0","0","71","11","34","5"
"ConsiderSelfOnly","0","0","17645","399704","357581","-172","4","0","0","0","0","55","53","13","9"
"CondiserEnemyPosition","0","0","3394","53020","43798","186","4","0","0","0","0","65","3","38","4"
"ConsiderSelfOnly","0","0","5680","111634","97830","-236","4","0","0","0","0","55","13","17","7"
"CondiserEnemyPosition","0","0","3711","41201","28977","246","4","0","0","0","0","68","3","50","2"
"ConsiderSelfOnly","0","0","8789","209323","188974","-458","4","0","0","0","0","53","16","22","9"
"CondiserEnemyPosition","1","0","5440","61573","43736","258","4","0","0","0","0","71","5","47","2"
"ConsiderSelfOnly","1","0","7578","188310","168914","-1014","4","0","0","0","0","56","25","12","9"
"CondiserEnemyPosition","1","0","18745","378886","328005","1008","4","0","0","0","0","68","22","32","6"
"ConsiderSelfOnly","1","0","6082","128450","113338","-1024","4","0","0","0","0","49","14","19","7"
"CondiserEnemyPosition","1","0","72276","1819546","1654290","1044","4","0","0","0","0","64","44","56","10"
"ConsiderSelfOnly","1","0","13149","318112","284681","-992","4","0","0","0","0","48","43","14","9"
"CondiserEnemyPosition","1","0","10357","174652","141372","992","4","0","0","0","0","65","14","34","4"
"ConsiderSelfOnly","1","0","22703","526084","470443","-1016","4","0","0","0","0","57","62","14","9"
"CondiserEnemyPosition","1","0","11949","233050","195436","1040","4","0","0","0","0","78","13","35","5"
"ConsiderSelfOnly","1","0","10716","260501","233761","-1090","4","0","0","0","0","55","31","14","9"
"CondiserEnemyPosition","1","0","7769","129423","102000","1048","4","0","0","0","0","78","9","35","3"
"ConsiderSelfOnly","1","0","13938","362105","327050","-1090","4","0","0","0","0","59","48","11","10"
"CondiserEnemyPosition","2","0","4518","72754","57033","1030","4","0","0","0","0","72","6","32","3"
"ConsiderSelfOnly","2","0","4773","107839","94528","-1812","4","0","0","0","0","65","14","12","7"
"CondiserEnemyPosition","2","0","13262","280960","241170","1720","4","0","0","0","0","74","16","32","6"
"ConsiderSelfOnly","2","0","4717","102942","90151","-1828","4","0","0","0","0","65","7","26","7"
"CondiserEnemyPosition","2","0","20354","450949","396006","1734","4","0","0","0","0","72","22","32","7"
"ConsiderSelfOnly","2","0","8265","203325","183522","-1796","4","0","0","0","0","56","12","27","9"
"CondiserEnemyPosition","2","0","51501","1008032","865896","1748","4","0","0","0","0","75","32","57","6"
"ConsiderSelfOnly","2","0","7716","163608","143669","-1774","4","0","0","0","0","53","13","27","7"
"CondiserEnemyPosition","2","0","11017","254160","226217","1778","4","0","0","0","0","71","15","24","8"
"ConsiderSelfOnly","2","0","2647","35288","28335","-1788","4","0","0","0","0","57","4","26","4"
