"player","score of PapadopoulosReimplementation","score of AbaProReimplementation","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"PapadopoulosReimplementation","0","0","17882","284841","243350","0","4","0","0","0","0","52","23","32","6"
"AbaProReimplementation","0","0","3368","76435","62842","-3","4","0","0","0","0","52","14","16","4"
"PapadopoulosReimplementation","0","0","21386","432912","384778","0","4","0","0","0","0","59","20","39","8"
"AbaProReimplementation","0","0","7068","204031","177075","-2","4","0","0","0","0","60","29","14","7"
"PapadopoulosReimplementation","0","0","35354","811155","731009","34","4","0","0","0","0","70","26","42","9"
"AbaProReimplementation","0","0","9105","276368","241046","0","4","0","0","0","0","62","42","12","7"
"PapadopoulosReimplementation","0","0","45855","1130751","1042736","14","4","0","0","0","0","74","32","36","12"
"AbaProReimplementation","0","0","9545","366512","331365","0","4","0","0","0","0","64","47","10","10"
"PapadopoulosReimplementation","0","0","30019","642476","577051","-20","4","0","0","0","0","83","14","54","8"
"AbaProReimplementation","0","0","10846","338266","297356","-2","4","0","0","0","0","63","47","12","7"
"PapadopoulosReimplementation","0","0","34328","733801","644729","24","4","0","0","0","0","78","21","52","7"
"AbaProReimplementation","0","0","4788","158590","140991","-2","4","0","0","0","0","53","29","10","8"
"PapadopoulosReimplementation","0","0","16385","331714","286136","30","4","0","0","0","0","70","14","45","6"
"AbaProReimplementation","0","0","2672","79295","68766","-3","4","0","0","0","0","44","16","13","7"
"PapadopoulosReimplementation","0","0","35058","785886","683305","62","4","0","0","0","0","68","30","49","6"
"AbaProReimplementation","0","0","5672","138472","116375","-2","4","0","0","0","0","56","19","18","5"
"PapadopoulosReimplementation","0","0","31194","711763","623765","66","4","0","0","0","0","66","35","36","7"
"AbaProReimplementation","0","0","10355","277071","237928","0","4","0","0","0","0","57","40","15","6"
"PapadopoulosReimplementation","0","0","21723","471437","409997","38","4","0","0","0","0","65","20","46","6"
"AbaProReimplementation","0","0","8887","203750","168480","-1","4","0","0","0","0","51","33","19","5"
"PapadopoulosReimplementation","0","0","8698","193676","167985","38","4","0","0","0","0","61","10","37","6"
"AbaProReimplementation","0","0","7030","204799","176849","-1","4","0","0","0","0","56","28","16","6"
"PapadopoulosReimplementation","0","0","12576","274758","235783","46","4","0","0","0","0","64","14","41","6"
"AbaProReimplementation","0","0","10079","243245","204015","-2","4","0","0","0","0","54","37","18","5"
"PapadopoulosReimplementation","0","0","16017","365103","321572","40","4","0","0","0","0","56","19","38","7"
"AbaProReimplementation","0","0","10688","250003","208681","-2","4","0","0","0","0","53","33","22","5"
"PapadopoulosReimplementation","0","0","8725","195925","170007","52","4","0","0","0","0","53","13","35","6"
"AbaProReimplementation","0","0","17471","379641","314084","-1","4","0","0","0","0","55","44","25","4"
"PapadopoulosReimplementation","0","0","3713","73565","62185","38","4","0","0","0","0","50","8","25","5"
"AbaProReimplementation","0","0","14596","386483","332455","-4","4","0","0","0","0","62","35","23","6"
"PapadopoulosReimplementation","0","0","3506","73277","61829","78","4","0","0","0","0","56","7","26","5"
"AbaProReimplementation","0","0","10162","217784","177464","-8","4","0","0","0","0","61","25","24","4"
"PapadopoulosReimplementation","0","0","6663","153870","130635","102","4","0","0","0","0","48","15","30","5"
"AbaProReimplementation","0","0","4234","100534","82789","-9","4","0","0","0","0","58","12","23","4"
"PapadopoulosReimplementation","0","0","9026","217448","185989","110","4","0","0","0","0","50","18","32","6"
"AbaProReimplementation","0","0","4939","119144","99195","-10","4","0","0","0","0","64","14","20","5"
"PapadopoulosReimplementation","0","0","4381","95352","78103","124","4","0","0","0","0","55","9","32","4"
"AbaProReimplementation","0","0","4758","143663","123957","-8","4","0","0","0","0","64","15","18","6"
"PapadopoulosReimplementation","0","0","1902","33498","24440","180","4","0","0","0","0","61","3","37","2"
"AbaProReimplementation","0","0","17173","635833","567708","-7","4","0","0","0","0","66","53","18","8"
"PapadopoulosReimplementation","1","0","3727","71590","54793","206","4","0","0","0","0","68","7","31","3"
"AbaProReimplementation","1","0","3779","155473","138499","-101","4","0","0","0","0","64","18","13","8"
"PapadopoulosReimplementation","1","0","6506","150907","123371","906","4","0","0","0","0","65","13","30","4"
"AbaProReimplementation","1","0","2809","74531","63150","-103","4","0","0","0","0","65","9","17","5"
"PapadopoulosReimplementation","1","0","3094","65606","52153","898","4","0","0","0","0","67","6","31","4"
"AbaProReimplementation","1","0","11858","457908","411847","-102","4","0","0","0","0","69","52","11","9"
"PapadopoulosReimplementation","2","0","7518","177793","148313","960","4","0","0","0","0","68","13","30","5"
"AbaProReimplementation","2","0","6676","167383","139892","-195","4","0","0","0","0","68","16","22","5"
"PapadopoulosReimplementation","2","0","7224","193880","166802","1694","4","0","0","0","0","59","13","32","6"
"AbaProReimplementation","2","0","6216","194881","167779","-194","4","0","0","0","0","58","32","13","6"
"PapadopoulosReimplementation","2","0","10602","269007","222555","1694","4","0","0","0","0","62","25","28","4"
"AbaProReimplementation","2","0","8925","244625","208496","-195","4","0","0","0","0","57","42","14","6"
"PapadopoulosReimplementation","2","0","6565","167858","139095","1676","4","0","0","0","0","59","19","23","5"
"AbaProReimplementation","2","0","3987","96125","79047","-195","4","0","0","0","0","59","17","15","4"
"PapadopoulosReimplementation","2","0","8456","198844","161454","1672","4","0","0","0","0","55","21","31","4"
"AbaProReimplementation","2","0","3771","108780","93501","-192","4","0","0","0","0","58","17","13","6"
"PapadopoulosReimplementation","2","0","4005","103615","87641","1674","4","0","0","0","0","62","7","34","5"
"AbaProReimplementation","2","0","4197","116967","99457","-192","4","0","0","0","0","55","17","17","6"
"PapadopoulosReimplementation","2","0","4458","90795","68939","1684","4","0","0","0","0","68","8","37","3"
"AbaProReimplementation","2","0","4970","162323","143213","-189","4","0","0","0","0","63","24","11","8"
"PapadopoulosReimplementation","2","0","15566","512154","465297","1728","4","0","0","0","0","72","13","46","10"
"AbaProReimplementation","2","0","4373","190688","174013","-187","4","0","0","0","0","67","28","7","11"
"PapadopoulosReimplementation","2","0","13587","327456","268755","1716","4","0","0","0","0","71","24","32","4"
