"player","score of PapadopoulosReimplementation","score of AbaProReimplementation","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"AbaProReimplementation","2","0","1739","47467","40015","-186","4","0","0","0","0","42","9","17","5"
"PapadopoulosReimplementation","2","0","13570","359994","323739","1634","4","0","0","0","0","66","11","47","9"
"AbaProReimplementation","2","0","1072","37543","33128","-185","4","0","0","0","0","40","8","12","8"
"PapadopoulosReimplementation","2","0","9786","246877","219419","1620","4","0","0","0","0","68","10","37","8"
"AbaProReimplementation","2","0","4147","103711","86061","-184","4","0","0","0","0","48","10","32","5"
"PapadopoulosReimplementation","2","0","12290","317926","281221","1658","4","0","0","0","0","64","14","38","7"
"AbaProReimplementation","2","0","9674","285970","245521","-183","4","0","0","0","0","48","29","27","6"
"PapadopoulosReimplementation","2","0","12158","381250","353867","1686","4","0","0","0","0","63","21","19","13"
"AbaProReimplementation","2","0","6299","204535","175202","-187","4","0","0","0","0","52","27","19","6"
"PapadopoulosReimplementation","2","0","11803","393275","370671","1558","4","0","0","0","0","67","10","30","16"
"AbaProReimplementation","2","0","6190","193712","166024","-188","4","0","0","0","0","51","29","17","6"
"PapadopoulosReimplementation","2","0","9185","207112","181556","1558","4","0","0","0","0","59","9","43","7"
"AbaProReimplementation","2","1","1360","29142","22896","-184","4","0","0","0","0","52","5","20","3"
"PapadopoulosReimplementation","2","1","14827","382603","341435","848","4","0","0","0","0","66","16","36","8"
"AbaProReimplementation","2","1","2133","54149","43705","-98","4","0","0","0","0","53","9","20","4"
"PapadopoulosReimplementation","2","1","4787","118962","103011","828","4","0","0","0","0","56","6","39","6"
"AbaProReimplementation","2","1","5347","198746","174009","-94","4","0","0","0","0","51","40","10","7"
"PapadopoulosReimplementation","2","1","20789","536236","470562","846","4","0","0","0","0","62","28","36","7"
"AbaProReimplementation","2","1","13300","376047","314124","-94","4","0","0","0","0","56","46","22","5"
"PapadopoulosReimplementation","2","1","8351","203535","176348","856","4","0","0","0","0","59","17","24","6"
"AbaProReimplementation","2","1","14109","359275","297217","-95","4","0","0","0","0","57","43","24","4"
"PapadopoulosReimplementation","2","1","9132","256038","233626","876","4","0","0","0","0","67","13","24","10"
"AbaProReimplementation","2","1","5457","123859","99196","-95","4","0","0","0","0","68","13","25","4"
"PapadopoulosReimplementation","2","1","9336","232541","202772","888","4","0","0","0","0","65","16","26","7"
"AbaProReimplementation","2","1","3891","99761","83772","-96","4","0","0","0","0","65","16","14","5"
"PapadopoulosReimplementation","2","1","23348","504107","422895","886","4","0","0","0","0","64","29","41","5"
"AbaProReimplementation","2","1","14249","358969","294342","-94","4","0","0","0","0","59","43","24","4"
"PapadopoulosReimplementation","2","1","16241","385396","328428","866","4","0","0","0","0","67","20","40","5"
"AbaProReimplementation","2","1","4370","98395","79821","-95","4","0","0","0","0","54","16","19","4"
"PapadopoulosReimplementation","2","1","8880","189010","153587","916","4","0","0","0","0","57","21","27","4"
"AbaProReimplementation","2","1","17187","504046","427438","-92","4","0","0","0","0","51","48","29","5"
"PapadopoulosReimplementation","2","1","4745","117789","99631","874","4","0","0","0","0","60","9","30","5"
"AbaProReimplementation","2","1","4013","143029","124270","-94","4","0","0","0","0","52","32","10","7"
"PapadopoulosReimplementation","2","1","9127","283489","254018","960","4","0","0","0","0","54","38","13","9"
"AbaProReimplementation","2","1","2830","69218","54946","-94","4","0","0","0","0","54","9","26","4"
"PapadopoulosReimplementation","2","1","4622","110057","91612","874","4","0","0","0","0","56","12","26","5"
"AbaProReimplementation","2","2","4146","130356","112585","-93","4","0","0","0","0","57","26","10","6"
"PapadopoulosReimplementation","2","2","2081","44520","34363","202","4","0","0","0","0","63","4","32","3"
"AbaProReimplementation","2","2","7101","269951","239649","0","4","0","0","0","0","51","55","9","8"
"PapadopoulosReimplementation","3","2","2900","69542","55098","246","4","0","0","0","0","66","6","31","3"
"AbaProReimplementation","3","2","8000","233313","196382","-94","4","0","0","0","0","51","34","19","5"
"PapadopoulosReimplementation","3","2","13327","437125","392613","940","4","0","0","0","0","71","17","35","9"
"AbaProReimplementation","3","2","3334","135203","120706","-89","4","0","0","0","0","52","24","10","9"
"PapadopoulosReimplementation","3","2","17439","566498","506175","950","4","0","0","0","0","63","27","33","8"
"AbaProReimplementation","3","2","5155","177941","154070","-96","4","0","0","0","0","52","31","13","6"
"PapadopoulosReimplementation","3","2","14728","488792","442159","936","4","0","0","0","0","62","22","32","9"
"AbaProReimplementation","3","2","3595","120066","104767","-97","4","0","0","0","0","53","14","18","7"
"PapadopoulosReimplementation","3","2","16365","633224","591620","962","4","0","0","0","0","65","12","50","14"
"AbaProReimplementation","3","2","7758","227996","193540","-95","4","0","0","0","0","50","32","19","5"
"PapadopoulosReimplementation","3","2","12233","397137","363045","936","4","0","0","0","0","62","19","27","11"
"AbaProReimplementation","3","2","4445","149822","130348","-92","4","0","0","0","0","45","28","13","7"
"PapadopoulosReimplementation","3","2","1556","35060","28381","964","4","0","0","0","0","54","2","42","4"
"AbaProReimplementation","3","2","4637","172403","152387","-87","4","0","0","0","0","45","24","16","8"
"PapadopoulosReimplementation","3","2","7979","231632","205848","902","4","0","0","0","0","56","10","41","8"
"AbaProReimplementation","3","2","2926","113407","99201","-97","4","0","0","0","0","42","24","12","7"
"PapadopoulosReimplementation","3","2","7538","169235","133980","886","4","0","0","0","0","54","17","35","3"
"AbaProReimplementation","3","2","3227","128760","113089","-95","4","0","0","0","0","49","24","11","7"
"PapadopoulosReimplementation","3","2","12752","433294","395410","914","4","0","0","0","0","57","23","26","10"
"AbaProReimplementation","3","2","2047","47544","37719","-91","4","0","0","0","0","52","8","22","4"
"PapadopoulosReimplementation","3","2","14943","490794","442048","916","4","0","0","0","0","56","22","37","9"
"AbaProReimplementation","3","2","5734","169991","143723","-87","4","0","0","0","0","50","29","16","5"
"PapadopoulosReimplementation","3","2","22190","678122","608025","926","4","0","0","0","0","59","34","33","8"
"AbaProReimplementation","3","2","2235","56251","45781","-87","4","0","0","0","0","41","12","18","4"
"PapadopoulosReimplementation","3","2","13365","398481","358614","886","4","0","0","0","0","54","18","39","9"
"AbaProReimplementation","3","2","5665","182844","156188","-86","4","0","0","0","0","37","32","20","6"
"PapadopoulosReimplementation","3","2","9571","354081","333566","908","4","0","0","0","0","55","13","25","16"
"AbaProReimplementation","3","2","4076","137802","118674","-86","4","0","0","0","0","39","25","18","6"
"PapadopoulosReimplementation","3","2","16532","574595","540300","882","4","0","0","0","0","61","16","33","16"
"AbaProReimplementation","3","2","7055","217002","183695","-84","4","0","0","0","0","42","26","28","5"
"PapadopoulosReimplementation","3","2","5757","157120","140910","888","4","0","0","0","0","60","5","44","8"
"AbaProReimplementation","3","2","5955","207177","178709","-86","4","0","0","0","0","44","37","16","6"
"PapadopoulosReimplementation","3","2","12194","331139","291121","940","4","0","0","0","0","60","41","14","7"
"AbaProReimplementation","3","3","1530","37907","29994","-88","4","0","0","0","0","49","7","20","3"
"PapadopoulosReimplementation","3","3","10232","393440","369755","138","4","0","0","0","0","61","8","46","15"
"AbaProReimplementation","3","3","2775","129811","115861","5","4","0","0","0","0","49","27","9","9"
"PapadopoulosReimplementation","3","3","12554","487430","459583","126","4","0","0","0","0","61","11","37","16"
"AbaProReimplementation","3","3","2741","104003","90426","6","4","0","0","0","0","57","17","12","7"
"PapadopoulosReimplementation","3","3","31103","1114627","1031829","154","4","0","0","0","0","60","32","41","12"
"AbaProReimplementation","3","3","3939","136223","115932","6","4","0","0","0","0","41","27","17","6"
"PapadopoulosReimplementation","3","3","9452","363556","340504","88","4","0","0","0","0","54","10","37","15"
"AbaProReimplementation","3","3","2029","83707","72044","6","4","0","0","0","0","34","28","10","6"
"PapadopoulosReimplementation","3","3","34171","1603283","1550791","328","4","0","0","0","0","52","23","41","30"
"AbaProReimplementation","3","3","2120","81358","69749","6","4","0","0","0","0","36","19","15","6"
"PapadopoulosReimplementation","3","3","38128","1739026","1683072","336","4","0","0","0","0","50","25","43","30"
"AbaProReimplementation","3","3","1288","58664","51809","6","4","0","0","0","0","33","15","12","8"
"PapadopoulosReimplementation","3","3","15730","647256","617422","248","4","0","0","0","0","50","18","31","21"
"AbaProReimplementation","3","3","2344","91482","78571","7","4","0","0","0","0","32","19","19","6"
"PapadopoulosReimplementation","3","3","7788","266485","246328","352","4","0","0","0","0","44","16","25","12"
"AbaProReimplementation","3","3","1708","66143","56636","6","4","0","0","0","0","30","20","14","6"
"PapadopoulosReimplementation","3","3","20728","824213","786585","352","4","0","0","0","0","42","27","31","21"
"AbaProReimplementation","3","3","4154","141190","119527","7","4","0","0","0","0","33","29","21","5"
"PapadopoulosReimplementation","3","3","6562","198007","177005","386","4","0","0","0","0","49","14","28","8"
"AbaProReimplementation","3","3","2437","101420","87896","6","4","0","0","0","0","28","27","16","6"
"PapadopoulosReimplementation","3","3","10103","367414","345846","372","4","0","0","0","0","46","11","39","16"
"AbaProReimplementation","3","3","661","25132","21408","5","4","0","0","0","0","26","7","17","6"
"PapadopoulosReimplementation","3","3","7155","148204","121363","404","4","0","0","0","0","44","22","25","4"
"AbaProReimplementation","3","3","757","31547","27494","5","4","0","0","0","0","28","10","12","7"
"PapadopoulosReimplementation","3","3","10631","278785","246212","370","4","0","0","0","0","47","36","18","7"
"AbaProReimplementation","3","3","1162","46442","39252","7","4","0","0","0","0","39","11","14","5"
"PapadopoulosReimplementation","3","3","26931","773473","702719","322","4","0","0","0","0","54","44","28","10"
"AbaProReimplementation","3","4","729","21316","17074","5","4","0","0","0","0","46","5","15","4"
"PapadopoulosReimplementation","3","4","15324","609222","581849","-448","4","0","0","0","0","53","30","16","22"
"AbaProReimplementation","3","4","552","18851","15101","100","4","0","0","0","0","46","4","17","4"
"PapadopoulosReimplementation","3","4","15483","428959","380226","-428","4","0","0","0","0","49","47","20","8"
"AbaProReimplementation","3","4","1156","39035","32072","101","4","0","0","0","0","48","6","22","4"
"PapadopoulosReimplementation","3","4","15129","651496","628854","-498","4","0","0","0","0","49","24","17","29"
"AbaProReimplementation","3","4","840","21761","17132","102","4","0","0","0","0","48","4","19","3"
"PapadopoulosReimplementation","3","4","21987","962079","929870","-536","4","0","0","0","0","51","29","20","30"
"AbaProReimplementation","3","4","707","22401","18346","106","4","0","0","0","0","44","4","17","4"
"PapadopoulosReimplementation","3","4","13537","319223","274901","-516","4","0","0","0","0","48","37","23","6"
"AbaProReimplementation","3","4","1206","48739","41948","106","4","0","0","0","0","40","13","11","6"
"PapadopoulosReimplementation","3","4","30449","1069216","1001330","-770","4","0","0","0","0","51","29","44","15"
"AbaProReimplementation","3","4","2517","86321","71614","109","4","0","0","0","0","41","18","17","5"
"PapadopoulosReimplementation","3","4","41563","1390332","1297114","-796","4","0","0","0","0","52","36","47","14"
"AbaProReimplementation","3","4","4270","130185","104648","109","4","0","0","0","0","44","23","23","4"
"PapadopoulosReimplementation","3","4","39033","1259664","1166853","-794","4","0","0","0","0","55","34","47","12"
"AbaProReimplementation","3","4","3587","95484","73906","109","4","0","0","0","0","42","17","27","3"
"PapadopoulosReimplementation","3","4","36531","1231594","1148021","-780","4","0","0","0","0","55","34","43","14"
"AbaProReimplementation","3","4","3887","121214","98260","108","4","0","0","0","0","42","22","22","4"
"PapadopoulosReimplementation","3","4","8482","227707","205804","-786","4","0","0","0","0","52","21","18","9"
"AbaProReimplementation","3","4","3376","114743","96268","109","4","0","0","0","0","47","16","23","5"
"PapadopoulosReimplementation","3","4","11322","282276","252035","-750","4","0","0","0","0","48","32","18","8"
"AbaProReimplementation","3","4","3342","158519","142899","108","4","0","0","0","0","48","22","13","9"
"PapadopoulosReimplementation","3","4","20594","672131","628367","-814","4","0","0","0","0","52","26","31","14"
"AbaProReimplementation","3","4","1268","40904","34619","103","4","0","0","0","0","49","6","17","5"
"PapadopoulosReimplementation","3","4","16543","383176","335425","-782","4","0","0","0","0","59","43","17","7"
"AbaProReimplementation","3","4","1106","32975","27340","103","4","0","0","0","0","54","5","17","5"
"PapadopoulosReimplementation","3","4","14859","407475","370987","-848","4","0","0","0","0","57","31","19","10"
"AbaProReimplementation","3","4","1057","32944","27793","103","4","0","0","0","0","49","5","19","5"
"PapadopoulosReimplementation","3","4","6988","254182","241740","-860","4","0","0","0","0","60","12","15","20"
"AbaProReimplementation","3","4","1678","54379","45312","106","4","0","0","0","0","52","7","22","5"
"PapadopoulosReimplementation","3","4","10885","407815","386532","-870","4","0","0","0","0","54","16","23","18"
"AbaProReimplementation","3","4","1441","50470","42813","106","4","0","0","0","0","54","6","20","5"
"PapadopoulosReimplementation","3","4","10355","287734","256619","-822","4","0","0","0","0","55","50","10","9"
"AbaProReimplementation","3","4","1798","66475","56445","109","4","0","0","0","0","56","8","20","5"
"PapadopoulosReimplementation","3","4","15949","508523","467963","-862","4","0","0","0","0","57","36","18","12"
"AbaProReimplementation","3","4","1405","56896","49844","108","4","0","0","0","0","52","7","15","7"
"PapadopoulosReimplementation","3","4","10557","390929","372004","-898","4","0","0","0","0","60","20","14","21"
"AbaProReimplementation","3","4","1096","38833","32416","109","4","0","0","0","0","49","8","15","5"
"PapadopoulosReimplementation","3","4","8182","258724","236434","-834","4","0","0","0","0","51","39","10","11"
"AbaProReimplementation","3","4","1273","49230","41952","109","4","0","0","0","0","51","8","16","6"
"PapadopoulosReimplementation","3","4","7704","201908","177901","-874","4","0","0","0","0","51","29","15","7"
"AbaProReimplementation","3","4","902","26178","21133","109","4","0","0","0","0","52","5","16","4"
"PapadopoulosReimplementation","3","4","15746","383220","335768","-882","4","0","0","0","0","58","50","15","7"
"AbaProReimplementation","3","5","718","18957","14511","108","4","0","0","0","0","51","3","22","3"
"PapadopoulosReimplementation","3","5","10464","319280","293669","-1620","4","0","0","0","0","61","14","27","11"
"AbaProReimplementation","3","5","1565","60977","52442","201","4","0","0","0","0","48","9","17","6"
"PapadopoulosReimplementation","3","5","5650","143265","127285","-1580","4","0","0","0","0","63","10","23","8"
"AbaProReimplementation","3","5","3423","143062","124820","200","4","0","0","0","0","47","21","17","7"
"PapadopoulosReimplementation","3","5","18213","499477","452065","-1602","4","0","0","0","0","65","22","30","9"
"AbaProReimplementation","3","5","3661","150773","130022","200","4","0","0","0","0","41","26","18","6"
"PapadopoulosReimplementation","3","5","23769","753887","694290","-1608","4","0","0","0","0","60","30","31","12"
"AbaProReimplementation","3","5","1641","69758","60772","201","4","0","0","0","0","53","10","14","7"
"PapadopoulosReimplementation","3","5","3956","107966","95129","-1552","4","0","0","0","0","50","17","13","7"
"AbaProReimplementation","3","5","1946","69245","58725","200","4","0","0","0","0","57","8","20","5"
"PapadopoulosReimplementation","3","5","12341","401603","362295","-1518","4","0","0","0","0","49","22","35","9"
"AbaProReimplementation","3","5","3031","174777","155784","199","4","0","0","0","0","54","20","16","8"
"PapadopoulosReimplementation","3","5","19085","639412","568714","-1522","4","0","0","0","0","54","33","38","8"
"AbaProReimplementation","3","5","2664","116627","100742","199","4","0","0","0","0","61","12","19","6"
"PapadopoulosReimplementation","3","5","16644","494455","438457","-1568","4","0","0","0","0","51","32","32","8"
"AbaProReimplementation","3","5","1684","66754","56250","198","4","0","0","0","0","49","11","16","5"
"PapadopoulosReimplementation","3","5","10302","347417","315495","-1584","4","0","0","0","0","42","23","30","10"
"AbaProReimplementation","3","5","2774","124772","108525","197","4","0","0","0","0","47","28","10","7"
"PapadopoulosReimplementation","3","5","4042","118448","104223","-1608","4","0","0","0","0","41","16","19","7"
"AbaProReimplementation","3","5","5615","207310","173550","191","4","0","0","0","0","51","28","22","5"
"PapadopoulosReimplementation","3","5","933","26164","22201","-1620","4","0","0","0","0","38","5","19","5"
"AbaProReimplementation","3","5","4011","120168","93891","191","4","0","0","0","0","49","20","25","3"
"PapadopoulosReimplementation","3","5","3162","93464","81006","-1592","4","0","0","0","0","36","19","17","6"
"AbaProReimplementation","3","5","2168","45842","32377","191","4","0","0","0","0","55","8","27","2"
"PapadopoulosReimplementation","3","5","2059","66708","58485","-1594","4","0","0","0","0","31","18","13","7"
"AbaProReimplementation","3","5","4684","128473","96562","192","4","0","0","0","0","53","22","25","3"
"PapadopoulosReimplementation","3","5","2803","80760","69212","-1582","4","0","0","0","0","36","17","17","6"
"AbaProReimplementation","3","5","8513","210492","151785","194","4","0","0","0","0","57","23","43","2"
"PapadopoulosReimplementation","3","5","1245","32832","27327","-1586","4","0","0","0","0","33","7","22","5"
"AbaProReimplementation","3","5","1306","29973","20841","192","4","0","0","0","0","57","3","39","2"
"PapadopoulosReimplementation","3","5","2457","66264","55417","-1580","4","0","0","0","0","37","14","19","5"
"AbaProReimplementation","3","5","4978","124268","92035","192","4","0","0","0","0","55","17","32","2"
"PapadopoulosReimplementation","3","5","2409","61708","51482","-1586","4","0","0","0","0","33","11","25","5"
"AbaProReimplementation","3","5","3679","122811","99233","193","4","0","0","0","0","56","23","16","4"
"PapadopoulosReimplementation","3","5","2080","58107","49796","-1610","4","0","0","0","0","40","6","28","6"
