"player","score of AbaProReimplementation","score of PapadopoulosReimplementation","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"AbaProReimplementation","0","0","4889","92681","75869","0","4","0","0","0","0","52","19","15","4"
"PapadopoulosReimplementation","0","0","5303","110701","98666","-12","4","0","0","0","0","52","9","23","8"
"AbaProReimplementation","0","0","6118","128535","103665","0","4","0","0","0","0","59","20","19","4"
"PapadopoulosReimplementation","0","0","12448","283665","252234","12","4","0","0","0","0","60","20","23","8"
"AbaProReimplementation","0","0","4819","106999","88056","0","4","0","0","0","0","64","16","17","4"
"PapadopoulosReimplementation","0","0","11513","224803","190613","-6","4","0","0","0","0","58","13","41","5"
"AbaProReimplementation","0","0","6332","128459","103463","1","4","0","0","0","0","59","19","20","4"
"PapadopoulosReimplementation","0","0","4078","73430","61317","-18","4","0","0","0","0","62","8","22","5"
"AbaProReimplementation","0","0","5231","133732","114244","1","4","0","0","0","0","56","21","14","6"
"PapadopoulosReimplementation","0","0","4110","66664","53566","-18","4","0","0","0","0","63","5","34","4"
"AbaProReimplementation","0","0","3821","92546","77300","0","4","0","0","0","0","51","16","17","5"
"PapadopoulosReimplementation","0","0","10488","187225","151429","24","4","0","0","0","0","63","14","38","4"
"AbaProReimplementation","0","0","3801","141878","127681","1","4","0","0","0","0","56","23","9","9"
"PapadopoulosReimplementation","0","0","4194","67879","52545","-34","4","0","0","0","0","60","7","33","3"
"AbaProReimplementation","0","0","5710","192992","171276","-1","4","0","0","0","0","56","28","12","8"
"PapadopoulosReimplementation","0","0","7763","125893","98119","22","4","0","0","0","0","68","10","36","3"
"AbaProReimplementation","0","0","4153","121325","103931","0","4","0","0","0","0","47","17","20","6"
"PapadopoulosReimplementation","0","0","8463","143557","112933","40","4","0","0","0","0","62","12","38","3"
"AbaProReimplementation","0","0","4720","118270","98270","-1","4","0","0","0","0","46","15","26","5"
"PapadopoulosReimplementation","0","0","17915","301736","238374","48","4","0","0","0","0","60","21","46","3"
"AbaProReimplementation","0","0","10336","240329","198945","1","4","0","0","0","0","56","26","26","4"
"PapadopoulosReimplementation","0","0","12006","209367","166445","44","4","0","0","0","0","62","15","43","3"
"AbaProReimplementation","0","0","8607","200277","165164","1","4","0","0","0","0","51","27","23","4"
"PapadopoulosReimplementation","0","0","8266","157133","129570","46","4","0","0","0","0","55","12","39","4"
"AbaProReimplementation","0","0","7325","177288","147736","0","4","0","0","0","0","54","21","24","5"
"PapadopoulosReimplementation","0","0","17133","325444","267030","52","4","0","0","0","0","56","21","47","4"
"AbaProReimplementation","0","0","2994","100189","89067","1","4","0","0","0","0","48","12","17","8"
"PapadopoulosReimplementation","0","0","18669","377058","314356","50","4","0","0","0","0","55","24","44","5"
"AbaProReimplementation","0","0","6870","214947","187769","1","4","0","0","0","0","43","34","17","7"
"PapadopoulosReimplementation","0","0","17193","301388","238249","66","4","0","0","0","0","59","20","51","3"
"AbaProReimplementation","0","0","2203","68000","59639","0","4","0","0","0","0","44","11","15","7"
"PapadopoulosReimplementation","0","0","21329","370123","296661","60","4","0","0","0","0","57","24","51","4"
"AbaProReimplementation","0","0","3350","108443","95789","0","4","0","0","0","0","43","21","12","8"
"PapadopoulosReimplementation","0","0","19387","404958","349640","46","4","0","0","0","0","55","36","26","6"
"AbaProReimplementation","0","0","7201","204180","175501","0","4","0","0","0","0","46","40","14","6"
"PapadopoulosReimplementation","0","0","12362","191799","147640","72","4","0","0","0","0","54","17","45","3"
"AbaProReimplementation","0","0","3328","113122","100158","-3","4","0","0","0","0","37","28","11","8"
"PapadopoulosReimplementation","0","0","3972","78421","65467","72","4","0","0","0","0","51","6","38","5"
"AbaProReimplementation","0","0","2784","104944","93846","-3","4","0","0","0","0","37","30","8","9"
"PapadopoulosReimplementation","0","1","3117","56326","45109","62","4","0","0","0","0","47","14","15","4"
"AbaProReimplementation","0","1","2819","77328","63978","-92","4","0","0","0","0","35","16","21","5"
"PapadopoulosReimplementation","0","1","2499","43704","34891","598","4","0","0","0","0","46","6","30","4"
"AbaProReimplementation","1","1","1356","33299","26687","-96","4","0","0","0","0","36","11","14","4"
"PapadopoulosReimplementation","1","2","1143","18421","13454","-28","4","0","0","0","0","47","2","37","2"
"AbaProReimplementation","1","2","2511","84194","70778","-93","4","0","0","0","0","40","22","14","5"
"PapadopoulosReimplementation","1","2","7345","179310","156037","632","4","0","0","0","0","48","15","29","6"
"AbaProReimplementation","1","2","2017","49223","37762","-95","4","0","0","0","0","39","12","22","3"
"PapadopoulosReimplementation","1","2","1479","35673","30473","658","4","0","0","0","0","42","5","22","6"
"AbaProReimplementation","1","2","1485","36113","27388","-96","4","0","0","0","0","40","8","25","3"
"PapadopoulosReimplementation","1","2","2527","62987","54465","688","4","0","0","0","0","38","9","22","6"
"AbaProReimplementation","1","2","444","13166","10296","-95","4","0","0","0","0","35","3","19","3"
"PapadopoulosReimplementation","1","2","14992","441606","402513","674","4","0","0","0","0","42","35","25","10"
"AbaProReimplementation","1","2","690","21594","17140","-92","4","0","0","0","0","39","6","16","4"
"PapadopoulosReimplementation","1","2","7591","163066","138437","628","4","0","0","0","0","50","23","19","5"
"AbaProReimplementation","2","2","824","20201","15155","-93","4","0","0","0","0","42","5","22","3"
"PapadopoulosReimplementation","2","2","5942","142667","120280","-64","4","0","0","0","0","52","12","33","5"
"AbaProReimplementation","2","2","1636","63742","53808","2","4","0","0","0","0","39","12","19","5"
"PapadopoulosReimplementation","2","2","12470","326007","288148","-60","4","0","0","0","0","52","32","21","7"
"AbaProReimplementation","2","2","1034","32252","25519","3","4","0","0","0","0","42","7","21","3"
"PapadopoulosReimplementation","2","2","8731","220211","192048","-58","4","0","0","0","0","53","23","21","7"
"AbaProReimplementation","3","2","1598","51749","41031","0","4","0","0","0","0","44","12","18","4"
"PapadopoulosReimplementation","3","2","4714","107437","85025","-728","4","0","0","0","0","51","18","23","3"
"AbaProReimplementation","3","2","1112","41150","33848","87","4","0","0","0","0","43","7","22","4"
"PapadopoulosReimplementation","3","2","3303","76317","62503","-754","4","0","0","0","0","47","17","15","4"
"AbaProReimplementation","3","2","1059","30728","23953","87","4","0","0","0","0","41","5","30","3"
"PapadopoulosReimplementation","3","2","12450","316977","267739","-720","4","0","0","0","0","39","36","33","5"
"AbaProReimplementation","3","2","1397","44502","36835","89","4","0","0","0","0","45","7","21","5"
"PapadopoulosReimplementation","3","2","6509","149717","119671","-724","4","0","0","0","0","39","23","31","4"
"AbaProReimplementation","3","2","4401","168112","143795","90","4","0","0","0","0","49","34","13","6"
"PapadopoulosReimplementation","3","2","6168","154758","133321","-796","4","0","0","0","0","53","29","12","6"
"AbaProReimplementation","3","2","2667","82198","67814","97","4","0","0","0","0","48","15","18","4"
"PapadopoulosReimplementation","3","2","6302","126405","100905","-812","4","0","0","0","0","53","21","20","4"
"AbaProReimplementation","4","2","1678","52301","42482","93","4","0","0","0","0","44","13","14","4"
"PapadopoulosReimplementation","4","3","1111","22051","16103","-1518","4","0","0","0","0","51","3","30","2"
"AbaProReimplementation","4","3","1290","50495","41028","90","4","0","0","0","0","42","8","26","4"
"PapadopoulosReimplementation","4","3","5952","192746","163764","-754","4","0","0","0","0","54","21","23","5"
"AbaProReimplementation","4","3","3442","136614","116417","93","4","0","0","0","0","56","18","18","6"
"PapadopoulosReimplementation","4","3","2107","66757","55976","-722","4","0","0","0","0","49","12","17","5"
"AbaProReimplementation","4","3","2214","94102","81545","92","4","0","0","0","0","58","9","20","6"
"PapadopoulosReimplementation","4","4","3578","114222","97441","-740","4","0","0","0","0","52","25","11","6"
"AbaProReimplementation","4","4","1472","83611","72965","-1","4","0","0","0","0","53","9","19","7"
"PapadopoulosReimplementation","4","4","2450","82149","69483","-8","4","0","0","0","0","46","9","27","5"
"AbaProReimplementation","4","4","1089","52661","43327","-3","4","0","0","0","0","47","9","19","4"
"PapadopoulosReimplementation","4","4","2898","108662","93753","24","4","0","0","0","0","41","17","19","6"
"AbaProReimplementation","4","4","887","45341","38680","0","4","0","0","0","0","47","11","10","6"
"PapadopoulosReimplementation","4","4","2144","70069","57856","2","4","0","0","0","0","46","10","24","4"
"AbaProReimplementation","4","4","1599","74497","62694","2","4","0","0","0","0","46","12","19","5"
"PapadopoulosReimplementation","4","4","2973","88129","69564","16","4","0","0","0","0","48","13","28","3"
"AbaProReimplementation","4","4","2418","91897","75692","-1","4","0","0","0","0","48","17","18","4"
"PapadopoulosReimplementation","4","4","8169","235523","191257","46","4","0","0","0","0","49","30","28","4"
"AbaProReimplementation","4","4","1846","70387","57528","2","4","0","0","0","0","49","13","18","4"
"PapadopoulosReimplementation","4","4","1691","48168","38058","-10","4","0","0","0","0","49","8","23","3"
"AbaProReimplementation","4","4","2158","92087","77796","1","4","0","0","0","0","45","18","16","5"
"PapadopoulosReimplementation","4","4","1219","35476","29158","44","4","0","0","0","0","46","5","24","4"
"AbaProReimplementation","4","4","986","37588","31265","2","4","0","0","0","0","46","9","13","5"
"PapadopoulosReimplementation","4","4","1822","53162","43402","50","4","0","0","0","0","43","9","23","4"
"AbaProReimplementation","4","4","1840","76868","65361","3","4","0","0","0","0","45","16","14","6"
"PapadopoulosReimplementation","4","4","801","19459","15005","46","4","0","0","0","0","45","3","24","3"
"AbaProReimplementation","4","4","4156","151846","127198","-2","4","0","0","0","0","46","24","21","5"
"PapadopoulosReimplementation","4","4","809","23149","19298","82","4","0","0","0","0","40","4","18","5"
"AbaProReimplementation","4","4","3244","120378","101827","-3","4","0","0","0","0","52","15","21","5"
"PapadopoulosReimplementation","4","4","903","24724","20071","94","4","0","0","0","0","40","5","19","4"
"AbaProReimplementation","4","4","4558","139577","114475","-3","4","0","0","0","0","50","21","22","4"
"PapadopoulosReimplementation","4","4","650","13783","10179","76","4","0","0","0","0","44","2","28","2"
"AbaProReimplementation","4","4","5220","136882","107147","-6","4","0","0","0","0","50","21","26","3"
"PapadopoulosReimplementation","4","4","1180","36300","29913","128","4","0","0","0","0","39","5","26","4"
"AbaProReimplementation","4","4","3973","134986","111149","-6","4","0","0","0","0","49","12","37","4"
"PapadopoulosReimplementation","4","4","471","13642","11062","140","4","0","0","0","0","38","3","17","4"
"AbaProReimplementation","4","4","2621","57544","43327","-7","4","0","0","0","0","53","6","39","3"
"PapadopoulosReimplementation","4","4","1912","58650","46963","172","4","0","0","0","0","34","15","21","4"
"AbaProReimplementation","4","4","4033","107067","85426","-7","4","0","0","0","0","49","12","34","4"
"PapadopoulosReimplementation","4","4","4037","109120","83824","176","4","0","0","0","0","36","24","27","3"
"AbaProReimplementation","4","4","1180","29454","22831","-6","4","0","0","0","0","49","4","26","3"
"PapadopoulosReimplementation","4","4","2070","58932","46082","148","4","0","0","0","0","39","12","25","3"
"AbaProReimplementation","4","4","3019","75305","58951","-7","4","0","0","0","0","46","9","37","3"
"PapadopoulosReimplementation","4","4","2340","67798","52879","198","4","0","0","0","0","35","15","26","3"
"AbaProReimplementation","4","4","3398","103149","84013","-8","4","0","0","0","0","45","13","30","4"
"PapadopoulosReimplementation","4","4","3012","87296","68432","190","4","0","0","0","0","35","21","24","3"
"AbaProReimplementation","4","4","1380","46858","37521","-7","4","0","0","0","0","46","7","24","4"
"PapadopoulosReimplementation","4","4","1865","57686","45721","140","4","0","0","0","0","41","11","23","3"
"AbaProReimplementation","4","4","1503","46832","37197","-7","4","0","0","0","0","49","8","21","4"
"PapadopoulosReimplementation","4","4","1200","43301","35889","150","4","0","0","0","0","36","13","14","5"
"AbaProReimplementation","4","4","2204","89192","75722","-7","4","0","0","0","0","45","22","12","6"
"PapadopoulosReimplementation","4","4","682","22252","17560","136","4","0","0","0","0","34","5","21","3"
"AbaProReimplementation","4","4","3875","134147","113569","-8","4","0","0","0","0","46","16","25","5"
"PapadopoulosReimplementation","4","4","4292","128945","102080","180","4","0","0","0","0","38","22","30","3"
