"player","score of player","score of same player","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"player","0","0","3131","41156","33778","0","4","56","1814","431","33194","44","8","18","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","2750","46594","38960","0","4","42","1906","70","73485","51","6","22","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","2661","51118","44146","0","4","26","1774","37","114776","62","6","15","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","3728","57568","46252","-14","4","37","2854","262","165500","62","4","36","5"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","22431","417986","348578","58","4","526","17980","3308","487257","62","27","39","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","2242","43975","37356","-8","4","11","2247","28","521919","65","3","26","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","29835","587522","485626","58","4","1024","32938","4285","927147","69","29","48","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","18368","382303","333424","60","4","200","7370","2788","1183703","71","17","38","8"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","11386","198687","168979","16","4","140","3880","900","1304327","75","17","21","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","39909","584363","451031","64","4","776","34280","2896","1655053","78","30","55","4"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","28425","412378","313588","54","4","420","26372","1962","1890045","77","24","50","4"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","61330","997482","783621","42","4","1331","72129","5783","2383956","76","51","53","5"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","7810","128727","104211","36","4","54","3375","191","2449101","68","10","32","5"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","28979","465920","369113","62","4","691","15524","1289","2665331","77","27","44","4"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","32992","552476","435546","10","4","845","26230","2455","2906825","76","25","59","4"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","48036","930061","782071","6","4","1006","38301","4233","3265192","77","38","48","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","29217","501788","406957","-38","4","643","30839","1349","3444990","77","24","49","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","137686","4267492","4037690","-12","4","13342","52896","31221","4324413","80","45","62","25"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","33757","752065","686099","12","4","749","16860","1622","4455858","77","22","37","14"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
