"player","score of player","score of same player","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4","branching factor at depth 5","branching factor at depth 6","branching factor at depth 7"
"player","0","0","0","91593","83990","0","4","0","0","0","0","44","8","14","8"
"same player","0","0","0","114198","107070","-18","4","0","0","0","0","44","7","15","10"
"player","0","0","0","111966","103910","0","4","0","0","0","0","51","6","17","5"
"same player","0","0","0","152117","143353","-24","4","0","0","0","0","51","11","9","14"
"player","0","0","0","132538","123776","0","4","0","0","0","0","62","6","13","8"
"same player","0","0","0","86983","83772","-6","3","0","0","0","0","54","57","26"
"player","0","0","0","147686","134928","-14","4","0","0","0","0","62","5","31","4"
"same player","0","0","0","101153","97878","-24","3","0","0","0","0","58","54","30"
"player","0","0","0","135048","130698","58","3","0","0","0","0","62","68","30"
"same player","0","0","0","144148","140305","-60","3","0","0","0","0","69","53","37"
"player","0","0","0","159891","147196","-8","4","0","0","0","0","65","4","33","6"
"same player","0","0","0","152492","147586","-14","3","0","0","0","0","65","73","30"
"player","0","0","0","136480","132257","58","3","0","0","0","0","69","59","31"
"same player","0","0","0","126773","122456","-46","3","0","0","0","0","64","65","28"
"player","0","0","0","180445","175904","60","3","0","0","0","0","71","61","39"
"same player","0","0","0","89733","86048","-68","3","0","0","0","0","64","55","23"
"player","0","0","0","137644","134536","16","3","0","0","0","0","75","39","44"
"same player","0","0","0","85082","81731","-60","3","0","0","0","0","57","56","24"
"player","0","0","0","184271","179420","64","3","0","0","0","0","78","60","37"
"same player","0","0","0","93473","89554","-60","3","0","0","0","0","64","59","22"
"player","0","0","0","159452","155094","54","3","0","0","0","0","77","54","36"
"same player","0","0","0","123918","119557","-72","3","0","0","0","0","69","61","27"
"player","0","0","0","144611","140342","42","3","0","0","0","0","76","54","33"
"same player","0","0","0","69346","66612","-40","3","0","0","0","0","58","45","24"
"player","0","0","0","172685","159054","36","4","0","0","0","0","68","9","17","7"
"same player","0","0","0","99597","95479","-56","3","0","0","0","0","59","67","23"
"player","0","0","0","175982","171340","62","3","0","0","0","0","77","58","37"
"same player","0","0","0","336565","314609","-32","4","0","0","0","0","62","15","17","12"
"player","0","0","0","125381","121945","10","3","0","0","0","0","76","43","36"
"same player","0","0","0","251478","239431","-38","4","0","0","0","0","70","3","28","14"
"player","0","0","0","171695","166240","6","3","0","0","0","0","77","68","30"
"same player","0","0","0","131355","127113","6","3","0","0","0","0","67","61","30"
"player","0","0","0","141041","136955","-38","3","0","0","0","0","77","51","34"
"same player","0","0","0","138053","133891","6","3","0","0","0","0","71","56","32"
"player","0","0","0","209954","204534","-12","3","0","0","0","0","80","65","38"
"same player","0","0","0","43694","42099","24","3","0","0","0","0","66","22","26"
"player","0","0","0","124881","120955","12","3","0","0","0","0","77","48","30"
"same player","0","0","0","356468","340257","-54","4","0","0","0","0","63","9","24","22"
"player","0","0","0","164167","159919","22","3","0","0","0","0","71","57","37"
"same player","0","0","0","173608","157860","-14","4","0","0","0","0","62","9","21","8"
"player","0","0","0","169866","164947","54","3","0","0","0","0","70","68","33"
"same player","0","1","0","104245","92707","-24","4","0","0","0","0","69","8","17","6"
"player","0","1","0","108308","104628","-740","3","0","0","0","0","71","49","28"
"same player","0","1","0","86018","82134","698","3","0","0","0","0","67","55","21"
"player","0","1","0","131082","127158","-734","3","0","0","0","0","66","57","32"
"same player","0","1","0","371495","343917","750","4","0","0","0","0","62","17","21","11"
"player","0","1","0","74541","72191","-796","3","0","0","0","0","72","30","30"
"same player","0","1","0","82792","79319","740","3","0","0","0","0","65","51","23"
"player","0","1","0","104065","100581","-774","3","0","0","0","0","64","52","28"
"same player","0","1","0","209444","186997","762","4","0","0","0","0","63","9","32","6"
"player","0","1","0","94058","90977","-792","3","0","0","0","0","57","52","29"
"same player","0","1","0","180231","166620","776","4","0","0","0","0","64","5","32","10"
"player","0","1","0","131918","127153","-832","3","0","0","0","0","73","63","26"
"same player","0","1","0","72202","69877","830","3","0","0","0","0","68","32","31"
"player","0","1","0","86547","83895","-852","3","0","0","0","0","61","41","31"
"same player","0","1","0","21094","20387","844","3","0","0","0","0","71","7","30"
"player","0","1","0","146792","142446","-844","3","0","0","0","0","68","61","32"
"same player","0","1","0","88548","78611","832","4","0","0","0","0","76","3","28","3"
"player","0","1","0","127825","123539","-866","3","0","0","0","0","60","69","28"
"same player","0","2","0","98305","84977","848","4","0","0","0","0","71","6","26","4"
"player","0","2","0","86564","82765","-1560","3","0","0","0","0","57","64","21"
"same player","0","2","0","247512","222765","1514","4","0","0","0","0","72","13","22","8"
"player","0","2","0","125325","121487","-1550","3","0","0","0","0","65","57","31"
"same player","0","2","0","105547","93468","1546","4","0","0","0","0","63","6","25","6"
"player","0","2","0","148574","144243","-1584","3","0","0","0","0","71","59","33"
"same player","0","2","0","305593","259833","1610","4","0","0","0","0","61","22","31","5"
"player","0","2","0","81039","77940","-1646","3","0","0","0","0","66","44","25"
"same player","0","2","0","234901","215532","1600","4","0","0","0","0","68","10","23","9"
"player","0","2","0","167271","162047","-1596","3","0","0","0","0","72","70","30"
"same player","0","2","0","153665","141557","1606","4","0","0","0","0","73","7","17","9"
"player","0","2","0","143054","138810","-1662","3","0","0","0","0","72","56","32"
"same player","0","2","0","260301","237806","1644","4","0","0","0","0","72","9","29","9"
"player","0","2","0","103435","99537","-1688","3","0","0","0","0","67","56","25"
"same player","0","2","0","131541","118205","1656","4","0","0","0","0","66","6","26","7"
"player","0","2","0","106540","103404","-1710","3","0","0","0","0","59","51","33"
"same player","0","2","0","110998","98749","1698","4","0","0","0","0","60","7","25","6"
"player","0","2","0","111388","107677","-1728","3","0","0","0","0","57","63","28"
"same player","0","2","0","75074","62843","1750","4","0","0","0","0","60","6","26","4"
"player","0","2","0","63570","60607","-1794","3","0","0","0","0","55","51","20"
"same player","0","2","0","75193","63276","1782","4","0","0","0","0","57","4","39","4"
"player","0","2","0","430648","407345","-1824","4","0","0","0","0","55","19","17","18"
"same player","0","2","0","52134","43717","1808","4","0","0","0","0","55","5","26","3"
"player","0","2","0","63965","61230","-1830","3","0","0","0","0","49","53","22"
"same player","0","2","0","68712","54681","1818","4","0","0","0","0","54","7","32","3"
"player","0","2","0","52391","50173","-1888","3","0","0","0","0","48","44","22"
"same player","0","2","0","120570","99411","1882","4","0","0","0","0","56","9","37","4"
"player","0","2","0","367518","352063","-1898","4","0","0","0","0","42","30","9","26"
"same player","0","2","0","71625","59501","1882","4","0","0","0","0","63","6","25","3"
"player","0","2","0","452838","434347","-1912","4","0","0","0","0","41","23","15","25"
"same player","0","2","0","31461","24537","1900","4","0","0","0","0","59","3","31","2"
"player","0","2","0","65137","62283","-1864","3","0","0","0","0","43","64","21"
"same player","0","3","0","26560","18922","1858","4","0","0","0","0","67","2","48","1"
"player","0","3","0","63166","60282","-2576","3","0","0","0","0","41","68","20"
"same player","0","3","0","40417","33008","2574","4","0","0","0","0","71","2","42","3"
"player","0","3","0","70411","67271","-2626","3","0","0","0","0","43","71","21"
"same player","0","4","0","474801","453098","2620","5","0","0","0","0","68","1","47","1","43"
"player","0","4","0","54962","52333","-3382","3","0","0","0","0","44","57","19"
"same player","0","5","0","90251","72573","3362","4","0","0","0","0","72","3","60","3"
"player","0","5","0","15540","13360","-4162","3","0","0","0","0","45","46","4"
"same player","0","5","0","419374","389397","4110","5","0","0","0","0","72","3","13","4","21"
"player","1","5","0","3480","3227","-4082","3","0","0","0","0","36","5","16"
"same player","1","5","0","187988","173812","3280","6","0","0","0","0","76","1","1","14","3","19"
"player","2","5","0","41126","38016","-3426","3","0","0","0","0","38","79","11"
"same player","2","6","0","114905","72866","2666","7","0","0","0","0","80","1","1","10","1","31","1"
