"player","score of player","score of same player","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4","branching factor at depth 5","branching factor at depth 6","branching factor at depth 7"
"player","0","0","0","85352","77761","0","4","0","0","0","0","44","8","14","7"
"same player","0","0","0","95964","88847","-18","4","0","0","0","0","44","7","15","6"
"player","0","0","0","141010","132893","0","4","0","0","0","0","51","6","17","10"
"same player","0","0","0","146437","137668","-24","4","0","0","0","0","51","11","9","13"
"player","0","0","0","143596","134829","0","4","0","0","0","0","62","6","13","10"
"same player","0","0","0","86929","83718","-6","3","0","0","0","0","54","57","26"
"player","0","0","0","154248","141913","-14","4","0","0","0","0","62","4","30","5"
"same player","0","0","0","100656","97391","-24","3","0","0","0","0","58","54","30"
"player","0","0","0","134822","130472","58","3","0","0","0","0","62","68","30"
"same player","0","0","0","143266","139426","-60","3","0","0","0","0","69","53","37"
"player","0","0","0","158665","145960","-8","4","0","0","0","0","65","4","33","5"
"same player","0","0","0","151234","146330","-14","3","0","0","0","0","65","73","29"
"player","0","0","0","136277","132038","58","3","0","0","0","0","69","59","31"
"same player","0","0","0","127111","122795","-46","3","0","0","0","0","64","65","28"
"player","0","0","0","180065","175531","60","3","0","0","0","0","71","61","39"
"same player","0","0","0","87151","83468","-68","3","0","0","0","0","64","55","22"
"player","0","0","0","138199","135092","16","3","0","0","0","0","75","39","45"
"same player","0","0","0","84128","80797","-60","3","0","0","0","0","57","56","24"
"player","0","0","0","186032","181182","64","3","0","0","0","0","78","60","37"
"same player","0","0","0","93150","89207","-60","3","0","0","0","0","64","59","22"
"player","0","0","0","159001","154658","54","3","0","0","0","0","77","54","36"
"same player","0","0","0","123967","119588","-72","3","0","0","0","0","69","61","27"
"player","0","0","0","142670","138448","42","3","0","0","0","0","76","53","33"
"same player","0","0","0","69200","66463","-40","3","0","0","0","0","58","45","24"
"player","0","0","0","172526","159302","36","4","0","0","0","0","68","9","16","7"
"same player","0","0","0","99660","95543","-56","3","0","0","0","0","59","67","23"
"player","0","0","0","171466","166821","62","3","0","0","0","0","77","58","36"
"same player","0","0","0","325582","304369","-32","4","0","0","0","0","62","14","17","12"
"player","0","0","0","125702","122274","10","3","0","0","0","0","76","43","36"
"same player","0","0","0","224110","212147","-38","4","0","0","0","0","70","3","29","11"
"player","0","0","0","171085","165636","6","3","0","0","0","0","77","68","30"
"same player","0","0","0","131141","126902","6","3","0","0","0","0","67","61","30"
"player","0","0","0","142788","138659","-38","3","0","0","0","0","77","51","34"
"same player","0","0","0","137865","133667","6","3","0","0","0","0","71","57","32"
"player","0","0","0","211156","205742","-12","3","0","0","0","0","80","65","38"
"same player","0","0","0","42945","41359","24","3","0","0","0","0","66","22","26"
"player","0","0","0","127800","123859","12","3","0","0","0","0","77","49","31"
"same player","0","0","0","176437","160602","-54","4","0","0","0","0","63","9","23","9"
"player","0","0","0","165626","161381","22","3","0","0","0","0","71","57","38"
"same player","0","0","0","233776","217528","-14","4","0","0","0","0","62","9","23","12"
"player","0","0","0","170109","165190","54","3","0","0","0","0","70","68","33"
"same player","0","1","0","112499","100600","-24","4","0","0","0","0","69","8","17","6"
"player","0","1","0","109837","106155","-740","3","0","0","0","0","71","49","28"
"same player","0","1","0","93035","89153","698","3","0","0","0","0","67","55","23"
"player","0","1","0","131144","127224","-734","3","0","0","0","0","66","57","32"
"same player","0","1","0","354188","326547","750","4","0","0","0","0","62","17","21","10"
"player","0","1","0","72794","70443","-796","3","0","0","0","0","72","30","29"
"same player","0","1","0","81565","78155","740","3","0","0","0","0","65","50","23"
"player","0","1","0","104352","100869","-774","3","0","0","0","0","64","52","29"
"same player","0","1","0","230575","208007","762","4","0","0","0","0","63","9","32","7"
"player","0","1","0","93832","90758","-792","3","0","0","0","0","57","51","29"
"same player","0","1","0","196962","183440","776","4","0","0","0","0","64","5","31","11"
"player","0","1","0","127969","123204","-832","3","0","0","0","0","73","63","25"
"same player","0","1","0","73012","70669","830","3","0","0","0","0","68","32","31"
"player","0","1","0","86445","83811","-852","3","0","0","0","0","61","41","31"
"same player","0","1","0","20879","20179","844","3","0","0","0","0","71","7","30"
"player","0","1","0","146518","142183","-844","3","0","0","0","0","68","61","32"
"same player","0","1","0","98425","88480","832","4","0","0","0","0","76","3","28","4"
"player","0","1","0","127760","123474","-866","3","0","0","0","0","60","69","28"
"same player","0","2","0","100587","87712","848","4","0","0","0","0","71","6","25","4"
"player","0","2","0","88623","84834","-1560","3","0","0","0","0","57","64","22"
"same player","0","2","0","252848","227958","1514","4","0","0","0","0","72","13","22","8"
"player","0","2","0","123284","119459","-1550","3","0","0","0","0","65","56","31"
"same player","0","2","0","111174","99009","1546","4","0","0","0","0","63","6","25","7"
"player","0","2","0","148069","143726","-1584","3","0","0","0","0","71","59","33"
"same player","0","2","0","45606","43934","1610","3","0","0","0","0","61","25","26"
"player","0","2","0","102781","99015","-1606","3","0","0","0","0","63","57","26"
