"player","score of player","score of same player","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"player","0","0","6124","71556","63413","0","4","75","1995","258","43607","44","8","15","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","5562","110560","101772","0","4","43","1700","276","110683","51","6","18","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","6095","123452","113949","0","4","12","1663","107","183514","62","6","13","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","5926","140670","129210","-14","4","23","2347","377","273322","62","4","28","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","16732","357591","319331","58","4","892","8200","1147","507272","62","28","17","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","5044","131613","122176","-8","4","77","2159","78","582313","65","3","24","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","20033","413976","365376","58","4","920","12613","1515","841715","69","32","18","8"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","18933","466004","430942","60","4","597","4665","1425","1113026","71","16","24","12"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","12506","313818","290676","16","4","255","3460","700","1262019","75","16","14","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","23427","418292","364425","64","4","1175","8826","1265","1472536","78","28","21","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","16902","319668","285822","54","4","259","3616","342","1629989","77","16","22","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","29711","551028","483419","42","4","1219","14711","1166","1879127","76","49","15","8"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","8491","189221","171172","36","4","97","2107","358","1960327","68","11","17","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","20396","434026","384636","62","4","1051","9220","1383","2135704","77","26","21","7"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","18801","332518","285976","10","4","623","7570","1245","2281625","76","24","21","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","23779","477165","425264","6","4","1040","10215","1275","2470059","77","29","19","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","20525","399989","358031","-38","4","629","6950","443","2621958","77","23","19","8"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","21794","483284","444930","-12","4","1157","6690","2022","2791674","80","16","24","13"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","24067","422315","374042","12","4","582","8694","635","2941980","77","20","27","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","26714","508045","450704","22","4","789","13428","1256","3104202","71","35","20","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","38348","796289","732145","54","4","804","11915","1406","3328322","70","45","17","14"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","16307","282580","246869","-740","4","155","5457","414","3404712","71","19","22","6"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","17236","329721","300376","-734","4","231","3863","620","3485590","66","23","15","9"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","10726","168243","147000","-796","4","55","1975","256","3530981","72","7","31","5"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","17364","313142","278559","-774","4","154","5037","579","3608442","64","23","19","8"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","22039","420103","374920","-792","4","499","9091","1951","3703231","57","39","17","10"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","27490","418671","367068","-832","4","949","8742","1057","3796219","73","28","21","7"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","19912","393029","363286","-852","4","755","4234","647","3872963","61","29","13","15"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","39579","652829","584174","-844","4","945","14165","1805","4003451","68","35","25","10"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","0","1","26745","445634","396912","-866","4","848","8387","709","4083120","60","43","16","9"
"same player","0","2","-1","0","0","0","0","0","0","0","0"
"player","0","2","9155","163416","148647","-1560","4","30","1447","164","4110518","57","12","14","10"
"same player","0","2","-1","0","0","0","0","0","0","0","0"
"player","0","2","15645","365439","335482","-1550","4","607","4309","833","4169195","65","27","13","11"
"same player","0","2","-1","0","0","0","0","0","0","0","0"
