"player","score of player","score of same player","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"player","0","0","17181","258212","222823","0","4","191","6363","828","190843","52","20","29","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","19411","400827","359441","0","4","249","9043","1848","476938","59","17","35","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","24254","452911","405296","0","4","291","9255","2575","795909","65","17","38","9"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","28305","557389","502676","40","4","239","8007","4255","1161438","69","18","40","10"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","18400","320537","275165","72","4","364","7842","1516","1350127","60","17","39","6"
"same player","0","0","-1","0","0","0","0","0","0","0","0"
"player","0","0","23615","414175","361089","88","4","316","7270","2065","1582048","61","26","29","6"
"same player","0","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","8720","166619","143594","-564","4","34","3022","143","1665381","63","12","24","4"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","14556","360463","329575","32","4","146","3127","2174","1845311","54","26","18","11"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","6772","154304","138112","16","4","117","2467","276","1916878","54","13","18","7"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","9096","208829","187058","-42","4","141","2983","689","2019231","58","12","24","8"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","22021","512326","456343","-16","4","367","9048","2582","2254858","63","22","36","8"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","19056","442864","395760","4","4","289","7366","1402","2439377","58","26","26","8"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","43847","944845","850140","-20","4","810","17311","4838","2807519","64","41","33","10"
"same player","1","1","-1","0","0","0","0","0","0","0","0"
"player","1","1","14937","291262","257416","-6","4","199","4944","908","2914332","55","20","26","8"
"same player","1","2","-1","0","0","0","0","0","0","0","0"
"player","2","2","9008","155953","132925","-768","4","3","4143","653","2968605","57","14","23","5"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","13283","369839","338471","-772","4","108","4243","1422","3085707","57","40","11","13"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","8057","230591","206408","-708","4","190","3906","241","3148872","50","36","10","9"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","16915","433487","390962","-808","4","187","6159","3594","3277475","50","26","29","10"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","10304","249844","219465","-792","4","121","3719","1643","3355242","55","16","30","7"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","10205","206872","179539","-802","4","98","3056","782","3419322","50","18","27","6"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","5921","118342","103685","-792","4","42","1125","212","3454199","47","12","21","6"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","12962","260862","221076","-758","4","190","7489","529","3531560","47","25","30","6"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","9225","199455","177930","-740","4","58","1437","331","3585245","48","17","21","7"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","13288","275137","233255","-740","4","482","7909","1274","3661111","50","22","34","6"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","17830","360885","317604","-732","4","444","7064","1298","3754431","48","28","28","8"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","9165","186247","163496","-752","4","51","2329","1050","3798609","54","13","26","6"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","2","3","17669","361178","320191","-766","4","291","6883","1658","3883671","52","23","30","8"
"same player","2","3","-1","0","0","0","0","0","0","0","0"
"player","3","3","12306","207257","175238","-790","4","82","5907","2041","3930349","57","22","22","6"
"same player","3","4","-1","0","0","0","0","0","0","0","0"
"player","4","4","14661","346348","298567","-778","4","156","7259","3149","4002984","51","45","18","7"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","6655","183877","160922","-766","4","71","3399","1399","4042049","44","17","25","7"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","9476","287180","257199","-800","4","394","4273","1736","4096719","45","29","20","9"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","5918","165964","146296","-796","4","365","2719","613","4129159","42","18","22","7"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","8621","210491","183576","-806","4","316","3835","1230","4171658","48","20","25","7"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","8447","212286","183698","-792","4","432","4739","1053","4212684","39","26","25","7"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","12677","343096","300325","-786","4","451","7716","2036","4275647","47","31","26","8"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","5418","162395","145973","-802","4","62","1597","356","4303824","47","17","16","8"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","5715","111950","94739","-806","4","184","2945","537","4324854","41","13","26","5"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","8010","170195","143783","-806","4","254","5589","921","4355902","44","17","29","6"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","11481","233830","198427","-806","4","307","7238","1643","4397418","46","24","28","6"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","6363","132863","116834","-818","4","80","1534","311","4419599","46","15","17","6"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","7744","170328","148031","-782","4","112","2699","807","4447986","47","21","19","6"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","1899","35072","29540","-806","4","20","555","67","4454709","34","9","15","5"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","3133","66610","59451","-790","4","17","657","39","4464995","44","8","15","6"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","1188","28811","24607","-778","4","4","337","23","4470408","36","5","16","5"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","4","5","2223","50880","44031","-786","4","7","713","84","4479403","40","9","14","6"
"same player","4","5","-1","0","0","0","0","0","0","0","0"
"player","5","5","2164","49826","42501","-764","4","33","1338","73","4487411","41","7","18","4"
"same player","5","5","-1","0","0","0","0","0","0","0","0"
"player","5","5","6364","146345","128622","-40","4","125","2542","935","4510679","41","16","22","7"
"same player","5","5","-1","0","0","0","0","0","0","0","0"
"player","5","5","4947","129205","112838","-34","4","220","2465","1005","4531211","35","23","17","8"
"same player","5","5","-1","0","0","0","0","0","0","0","0"
